material_id,M_element,Ru_fraction,M_fraction,nominal_formula,adsorption_site_index,h2o_structure_file,predicted_energy_eV,backend,status
MAT_068,Co,0.6,0.4,Ru0.60Co0.40Ox,2,data\h2o_adsorbates\MAT_068_H2O_site2.cif,-645.4337342176838,uma-s-1p2,success
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,0,data\h2o_adsorbates\MAT_069_H2O_site0.cif,-603.5640716578331,uma-s-1p2,success
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,1,data\h2o_adsorbates\MAT_069_H2O_site1.cif,-603.5371950231198,uma-s-1p2,success
MAT_069,Co,0.4,0.6,Ru0.40Co0.60Ox,2,data\h2o_adsorbates\MAT_069_H2O_site2.cif,-603.1704899032729,uma-s-1p2,success
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,0,data\h2o_adsorbates\MAT_070_H2O_site0.cif,-582.6090342370512,uma-s-1p2,success
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,1,data\h2o_adsorbates\MAT_070_H2O_site1.cif,-582.5772473259641,uma-s-1p2,success
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,2,data\h2o_adsorbates\MAT_070_H2O_site2.cif,-582.4741142843908,uma-s-1p2,success
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,0,data\h2o_adsorbates\MAT_072_H2O_site0.cif,-641.6322384289724,uma-s-1p2,success
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,1,data\h2o_adsorbates\MAT_072_H2O_site1.cif,-641.9057844197355,uma-s-1p2,success
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,2,data\h2o_adsorbates\MAT_072_H2O_site2.cif,-641.3352124048198,uma-s-1p2,success
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,0,data\h2o_adsorbates\MAT_073_H2O_site0.cif,-607.4817728219386,uma-s-1p2,success
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,1,data\h2o_adsorbates\MAT_073_H2O_site1.cif,-607.7688677029522,uma-s-1p2,success
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,2,data\h2o_adsorbates\MAT_073_H2O_site2.cif,-607.096869396009,uma-s-1p2,success
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,0,data\h2o_adsorbates\MAT_074_H2O_site0.cif,-536.5958866191945,uma-s-1p2,success
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,1,data\h2o_adsorbates\MAT_074_H2O_site1.cif,-536.5767232505923,uma-s-1p2,success
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,2,data\h2o_adsorbates\MAT_074_H2O_site2.cif,-536.1776971502065,uma-s-1p2,success
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,0,data\h2o_adsorbates\MAT_075_H2O_site0.cif,-500.25881796292373,uma-s-1p2,success
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,1,data\h2o_adsorbates\MAT_075_H2O_site1.cif,-500.2356117683612,uma-s-1p2,success
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,2,data\h2o_adsorbates\MAT_075_H2O_site2.cif,-500.1365866241525,uma-s-1p2,success
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,0,data\h2o_adsorbates\MAT_077_H2O_site0.cif,-645.9767605859386,uma-s-1p2,success
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,1,data\h2o_adsorbates\MAT_077_H2O_site1.cif,-646.5039398228517,uma-s-1p2,success
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,2,data\h2o_adsorbates\MAT_077_H2O_site2.cif,-645.9463296807289,uma-s-1p2,success
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,0,data\h2o_adsorbates\MAT_078_H2O_site0.cif,-613.8946824236435,uma-s-1p2,success
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,1,data\h2o_adsorbates\MAT_078_H2O_site1.cif,-614.4215088371631,uma-s-1p2,success
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,2,data\h2o_adsorbates\MAT_078_H2O_site2.cif,-613.7744458188766,uma-s-1p2,success
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,0,data\h2o_adsorbates\MAT_079_H2O_site0.cif,-549.5783594496066,uma-s-1p2,success
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,1,data\h2o_adsorbates\MAT_079_H2O_site1.cif,-549.5234516626867,uma-s-1p2,success
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,2,data\h2o_adsorbates\MAT_079_H2O_site2.cif,-549.446551190905,uma-s-1p2,success
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,0,data\h2o_adsorbates\MAT_080_H2O_site0.cif,-517.0231477861917,uma-s-1p2,success
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,1,data\h2o_adsorbates\MAT_080_H2O_site1.cif,-516.9796157965783,uma-s-1p2,success
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,2,data\h2o_adsorbates\MAT_080_H2O_site2.cif,-517.0850379707671,uma-s-1p2,success
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,0,data\h2o_adsorbates\MAT_082_H2O_site0.cif,-632.644610346355,uma-s-1p2,success
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,1,data\h2o_adsorbates\MAT_082_H2O_site1.cif,-633.1662273580139,uma-s-1p2,success
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,2,data\h2o_adsorbates\MAT_082_H2O_site2.cif,-632.5861485838998,uma-s-1p2,success
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,0,data\h2o_adsorbates\MAT_083_H2O_site0.cif,-593.9196067637934,uma-s-1p2,success
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,1,data\h2o_adsorbates\MAT_083_H2O_site1.cif,-594.4398221655989,uma-s-1p2,success
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,2,data\h2o_adsorbates\MAT_083_H2O_site2.cif,-593.7027319220177,uma-s-1p2,success
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,0,data\h2o_adsorbates\MAT_084_H2O_site0.cif,-512.7907282715895,uma-s-1p2,success
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,1,data\h2o_adsorbates\MAT_084_H2O_site1.cif,-512.7565607499706,uma-s-1p2,success
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,2,data\h2o_adsorbates\MAT_084_H2O_site2.cif,-512.5119906191223,uma-s-1p2,success
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,0,data\h2o_adsorbates\MAT_085_H2O_site0.cif,-471.4892739819728,uma-s-1p2,success
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,1,data\h2o_adsorbates\MAT_085_H2O_site1.cif,-471.46136116663445,uma-s-1p2,success
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,2,data\h2o_adsorbates\MAT_085_H2O_site2.cif,-471.4642629183257,uma-s-1p2,success
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,0,data\h2o_adsorbates\MAT_087_H2O_site0.cif,-662.7217090527323,uma-s-1p2,success
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,1,data\h2o_adsorbates\MAT_087_H2O_site1.cif,-662.9314731313088,uma-s-1p2,success
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,2,data\h2o_adsorbates\MAT_087_H2O_site2.cif,-662.3844434540526,uma-s-1p2,success
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,0,data\h2o_adsorbates\MAT_088_H2O_site0.cif,-639.5507298813438,uma-s-1p2,success
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,1,data\h2o_adsorbates\MAT_088_H2O_site1.cif,-639.7490697465093,uma-s-1p2,success
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,2,data\h2o_adsorbates\MAT_088_H2O_site2.cif,-639.0938350751628,uma-s-1p2,success
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,0,data\h2o_adsorbates\MAT_089_H2O_site0.cif,-593.564392157628,uma-s-1p2,success
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,1,data\h2o_adsorbates\MAT_089_H2O_site1.cif,-593.61850179498,uma-s-1p2,success
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,2,data\h2o_adsorbates\MAT_089_H2O_site2.cif,-593.1122443843846,uma-s-1p2,success
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,0,data\h2o_adsorbates\MAT_090_H2O_site0.cif,-571.9222778073389,uma-s-1p2,success
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,1,data\h2o_adsorbates\MAT_090_H2O_site1.cif,-571.9609123613822,uma-s-1p2,success
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,2,data\h2o_adsorbates\MAT_090_H2O_site2.cif,-571.8040689797115,uma-s-1p2,success
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,0,data\h2o_adsorbates\MAT_092_H2O_site0.cif,-674.2225578404649,uma-s-1p2,success
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,1,data\h2o_adsorbates\MAT_092_H2O_site1.cif,-674.7350467279094,uma-s-1p2,success
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,2,data\h2o_adsorbates\MAT_092_H2O_site2.cif,-674.2352921933121,uma-s-1p2,success
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,0,data\h2o_adsorbates\MAT_093_H2O_site0.cif,-657.871847163685,uma-s-1p2,success
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,1,data\h2o_adsorbates\MAT_093_H2O_site1.cif,-658.3762507116677,uma-s-1p2,success
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,2,data\h2o_adsorbates\MAT_093_H2O_site2.cif,-657.870403944328,uma-s-1p2,success
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,0,data\h2o_adsorbates\MAT_094_H2O_site0.cif,-630.7667936042533,uma-s-1p2,success
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,1,data\h2o_adsorbates\MAT_094_H2O_site1.cif,-630.7885169196977,uma-s-1p2,success
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,2,data\h2o_adsorbates\MAT_094_H2O_site2.cif,-630.7751922723257,uma-s-1p2,success
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,0,data\h2o_adsorbates\MAT_095_H2O_site0.cif,-619.877723228518,uma-s-1p2,success
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,1,data\h2o_adsorbates\MAT_095_H2O_site1.cif,-619.8833011591976,uma-s-1p2,success
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,2,data\h2o_adsorbates\MAT_095_H2O_site2.cif,-619.0544701516727,uma-s-1p2,success
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,0,data\h2o_adsorbates\MAT_097_H2O_site0.cif,-607.256154860404,uma-s-1p2,success
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,1,data\h2o_adsorbates\MAT_097_H2O_site1.cif,-609.3878617536847,uma-s-1p2,success
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,2,data\h2o_adsorbates\MAT_097_H2O_site2.cif,-608.696828441183,uma-s-1p2,success
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,0,data\h2o_adsorbates\MAT_098_H2O_site0.cif,-556.4064232451794,uma-s-1p2,success
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,1,data\h2o_adsorbates\MAT_098_H2O_site1.cif,-558.5251164250152,uma-s-1p2,success
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,2,data\h2o_adsorbates\MAT_098_H2O_site2.cif,-557.6673410984092,uma-s-1p2,success
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,0,data\h2o_adsorbates\MAT_099_H2O_site0.cif,-458.4480739748298,uma-s-1p2,success
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,1,data\h2o_adsorbates\MAT_099_H2O_site1.cif,-458.471647670847,uma-s-1p2,success
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,2,data\h2o_adsorbates\MAT_099_H2O_site2.cif,-459.67595097761233,uma-s-1p2,success
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,0,data\h2o_adsorbates\MAT_100_H2O_site0.cif,-415.744335311827,uma-s-1p2,success
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,1,data\h2o_adsorbates\MAT_100_H2O_site1.cif,-415.71973498142376,uma-s-1p2,success
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,2,data\h2o_adsorbates\MAT_100_H2O_site2.cif,-415.73291436048504,uma-s-1p2,success
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,0,data\h2o_adsorbates\MAT_102_H2O_site0.cif,-697.7419375113085,uma-s-1p2,success
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,1,data\h2o_adsorbates\MAT_102_H2O_site1.cif,-699.216611343302,uma-s-1p2,success
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,2,data\h2o_adsorbates\MAT_102_H2O_site2.cif,-698.5694683055858,uma-s-1p2,success
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,0,data\h2o_adsorbates\MAT_103_H2O_site0.cif,-691.8603067951577,uma-s-1p2,success
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,1,data\h2o_adsorbates\MAT_103_H2O_site1.cif,-693.3598006185383,uma-s-1p2,success
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,2,data\h2o_adsorbates\MAT_103_H2O_site2.cif,-692.528294431893,uma-s-1p2,success
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,0,data\h2o_adsorbates\MAT_104_H2O_site0.cif,-682.0753012238516,uma-s-1p2,success
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,1,data\h2o_adsorbates\MAT_104_H2O_site1.cif,-682.3497281432478,uma-s-1p2,success
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,2,data\h2o_adsorbates\MAT_104_H2O_site2.cif,-682.9130657138022,uma-s-1p2,success
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,0,data\h2o_adsorbates\MAT_105_H2O_site0.cif,-680.734027363786,uma-s-1p2,success
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,1,data\h2o_adsorbates\MAT_105_H2O_site1.cif,-680.9821987489242,uma-s-1p2,success
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,2,data\h2o_adsorbates\MAT_105_H2O_site2.cif,-681.0751950470172,uma-s-1p2,success
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,0,data\h2o_adsorbates\MAT_107_H2O_site0.cif,-737.9790098764274,uma-s-1p2,success
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,1,data\h2o_adsorbates\MAT_107_H2O_site1.cif,-738.7505462248278,uma-s-1p2,success
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,2,data\h2o_adsorbates\MAT_107_H2O_site2.cif,-738.1760955222699,uma-s-1p2,success
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,0,data\h2o_adsorbates\MAT_108_H2O_site0.cif,-753.6761822016783,uma-s-1p2,success
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,1,data\h2o_adsorbates\MAT_108_H2O_site1.cif,-754.4498839065444,uma-s-1p2,success
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,2,data\h2o_adsorbates\MAT_108_H2O_site2.cif,-753.7631539705854,uma-s-1p2,success
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,0,data\h2o_adsorbates\MAT_109_H2O_site0.cif,-792.1355497208534,uma-s-1p2,success
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,1,data\h2o_adsorbates\MAT_109_H2O_site1.cif,-792.0559351575913,uma-s-1p2,success
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,2,data\h2o_adsorbates\MAT_109_H2O_site2.cif,-792.114131790069,uma-s-1p2,success
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,0,data\h2o_adsorbates\MAT_110_H2O_site0.cif,-810.2139772051431,uma-s-1p2,success
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,1,data\h2o_adsorbates\MAT_110_H2O_site1.cif,-810.0801573421656,uma-s-1p2,success
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,2,data\h2o_adsorbates\MAT_110_H2O_site2.cif,-810.4828074688332,uma-s-1p2,success
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,0,data\h2o_adsorbates\MAT_112_H2O_site0.cif,-740.336722773649,uma-s-1p2,success
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,1,data\h2o_adsorbates\MAT_112_H2O_site1.cif,-740.6903276314835,uma-s-1p2,success
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,2,data\h2o_adsorbates\MAT_112_H2O_site2.cif,-740.1569744526212,uma-s-1p2,success
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,0,data\h2o_adsorbates\MAT_113_H2O_site0.cif,-758.2571424755064,uma-s-1p2,success
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,1,data\h2o_adsorbates\MAT_113_H2O_site1.cif,-758.6241225740297,uma-s-1p2,success
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,2,data\h2o_adsorbates\MAT_113_H2O_site2.cif,-758.0988580841868,uma-s-1p2,success
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,0,data\h2o_adsorbates\MAT_114_H2O_site0.cif,-793.8899831799458,uma-s-1p2,success
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,1,data\h2o_adsorbates\MAT_114_H2O_site1.cif,-793.769268928274,uma-s-1p2,success
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,2,data\h2o_adsorbates\MAT_114_H2O_site2.cif,-793.6716312332893,uma-s-1p2,success
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,0,data\h2o_adsorbates\MAT_115_H2O_site0.cif,-806.4052746507597,uma-s-1p2,success
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,1,data\h2o_adsorbates\MAT_115_H2O_site1.cif,-806.3063803142719,uma-s-1p2,success
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,2,data\h2o_adsorbates\MAT_115_H2O_site2.cif,-806.5839916830162,uma-s-1p2,success
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,0,data\h2o_adsorbates\MAT_117_H2O_site0.cif,-700.3584569200437,uma-s-1p2,success
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,1,data\h2o_adsorbates\MAT_117_H2O_site1.cif,-700.6406296537515,uma-s-1p2,success
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,2,data\h2o_adsorbates\MAT_117_H2O_site2.cif,-700.1283579176222,uma-s-1p2,success
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,0,data\h2o_adsorbates\MAT_118_H2O_site0.cif,-698.5116244993583,uma-s-1p2,success
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,1,data\h2o_adsorbates\MAT_118_H2O_site1.cif,-698.7881381556056,uma-s-1p2,success
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,2,data\h2o_adsorbates\MAT_118_H2O_site2.cif,-698.3070987613197,uma-s-1p2,success
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,0,data\h2o_adsorbates\MAT_119_H2O_site0.cif,-695.9672562783971,uma-s-1p2,success
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,1,data\h2o_adsorbates\MAT_119_H2O_site1.cif,-695.9656914201081,uma-s-1p2,success
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,2,data\h2o_adsorbates\MAT_119_H2O_site2.cif,-695.7395336970608,uma-s-1p2,success
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,0,data\h2o_adsorbates\MAT_120_H2O_site0.cif,-693.9782562474353,uma-s-1p2,success
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,1,data\h2o_adsorbates\MAT_120_H2O_site1.cif,-693.9760730458268,uma-s-1p2,success
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,2,data\h2o_adsorbates\MAT_120_H2O_site2.cif,-693.6603823846916,uma-s-1p2,success
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,0,data\h2o_adsorbates\MAT_122_H2O_site0.cif,-685.3596387843612,uma-s-1p2,success
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,1,data\h2o_adsorbates\MAT_122_H2O_site1.cif,-684.7996577404242,uma-s-1p2,success
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,2,data\h2o_adsorbates\MAT_122_H2O_site2.cif,-684.7608905214055,uma-s-1p2,success
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,0,data\h2o_adsorbates\MAT_123_H2O_site0.cif,-674.6300868513844,uma-s-1p2,success
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,1,data\h2o_adsorbates\MAT_123_H2O_site1.cif,-674.0254036124131,uma-s-1p2,success
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,2,data\h2o_adsorbates\MAT_123_H2O_site2.cif,-674.5374633215503,uma-s-1p2,success
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,0,data\h2o_adsorbates\MAT_124_H2O_site0.cif,-653.2490798491743,uma-s-1p2,success
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,1,data\h2o_adsorbates\MAT_124_H2O_site1.cif,-653.7895880478895,uma-s-1p2,success
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,2,data\h2o_adsorbates\MAT_124_H2O_site2.cif,-653.7761879804802,uma-s-1p2,success
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,0,data\h2o_adsorbates\MAT_125_H2O_site0.cif,-643.2913182410487,uma-s-1p2,success
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,1,data\h2o_adsorbates\MAT_125_H2O_site1.cif,-643.8331174367288,uma-s-1p2,success
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,2,data\h2o_adsorbates\MAT_125_H2O_site2.cif,-643.8200597965863,uma-s-1p2,success
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,0,data\h2o_adsorbates\MAT_127_H2O_site0.cif,-657.1277678204555,uma-s-1p2,success
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,1,data\h2o_adsorbates\MAT_127_H2O_site1.cif,-657.6523906550583,uma-s-1p2,success
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,2,data\h2o_adsorbates\MAT_127_H2O_site2.cif,-657.0699158249528,uma-s-1p2,success
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,0,data\h2o_adsorbates\MAT_128_H2O_site0.cif,-631.4452106213075,uma-s-1p2,success
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,1,data\h2o_adsorbates\MAT_128_H2O_site1.cif,-631.9744886809754,uma-s-1p2,success
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,2,data\h2o_adsorbates\MAT_128_H2O_site2.cif,-631.3175922316424,uma-s-1p2,success
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,0,data\h2o_adsorbates\MAT_129_H2O_site0.cif,-583.2618885195726,uma-s-1p2,success
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,1,data\h2o_adsorbates\MAT_129_H2O_site1.cif,-583.2929185956344,uma-s-1p2,success
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,2,data\h2o_adsorbates\MAT_129_H2O_site2.cif,-583.167033019572,uma-s-1p2,success
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,0,data\h2o_adsorbates\MAT_130_H2O_site0.cif,-560.380044185923,uma-s-1p2,success
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,1,data\h2o_adsorbates\MAT_130_H2O_site1.cif,-560.4106100733021,uma-s-1p2,success
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,2,data\h2o_adsorbates\MAT_130_H2O_site2.cif,-560.0517371488563,uma-s-1p2,success
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,0,data\h2o_adsorbates\MAT_132_H2O_site0.cif,-619.1926908397879,uma-s-1p2,success
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,1,data\h2o_adsorbates\MAT_132_H2O_site1.cif,-620.287827159538,uma-s-1p2,success
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,2,data\h2o_adsorbates\MAT_132_H2O_site2.cif,-619.7698928089155,uma-s-1p2,success
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,0,data\h2o_adsorbates\MAT_133_H2O_site0.cif,-573.6340944293044,uma-s-1p2,success
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,1,data\h2o_adsorbates\MAT_133_H2O_site1.cif,-574.7405368730646,uma-s-1p2,success
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,2,data\h2o_adsorbates\MAT_133_H2O_site2.cif,-574.1407910718792,uma-s-1p2,success
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,0,data\h2o_adsorbates\MAT_134_H2O_site0.cif,-489.20933879146116,uma-s-1p2,success
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,1,data\h2o_adsorbates\MAT_134_H2O_site1.cif,-489.2123663765303,uma-s-1p2,success
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,2,data\h2o_adsorbates\MAT_134_H2O_site2.cif,-489.845246655795,uma-s-1p2,success
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,0,data\h2o_adsorbates\MAT_135_H2O_site0.cif,-450.22320728191875,uma-s-1p2,success
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,1,data\h2o_adsorbates\MAT_135_H2O_site1.cif,-450.23294786523,uma-s-1p2,success
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,2,data\h2o_adsorbates\MAT_135_H2O_site2.cif,-450.3530026965084,uma-s-1p2,success
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,0,data\h2o_adsorbates\MAT_137_H2O_site0.cif,-605.6124939035226,uma-s-1p2,success
