material_id,M_element,Ru_fraction,M_fraction,nominal_formula,adsorption_site_index,h2o_structure_file,predicted_energy_eV,backend,status
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,1,data\h2o_adsorbates\MAT_137_H2O_site1.cif,-606.8287473842219,uma-s-1p2,success
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,2,data\h2o_adsorbates\MAT_137_H2O_site2.cif,-606.2829764906858,uma-s-1p2,success
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,0,data\h2o_adsorbates\MAT_138_H2O_site0.cif,-553.1784002357155,uma-s-1p2,success
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,1,data\h2o_adsorbates\MAT_138_H2O_site1.cif,-554.4266176766146,uma-s-1p2,success
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,2,data\h2o_adsorbates\MAT_138_H2O_site2.cif,-553.7071157346951,uma-s-1p2,success
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,0,data\h2o_adsorbates\MAT_139_H2O_site0.cif,-450.97088628670633,uma-s-1p2,success
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,1,data\h2o_adsorbates\MAT_139_H2O_site1.cif,-450.89893837071344,uma-s-1p2,success
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,2,data\h2o_adsorbates\MAT_139_H2O_site2.cif,-451.4466397417418,uma-s-1p2,success
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,0,data\h2o_adsorbates\MAT_140_H2O_site0.cif,-403.67460470624405,uma-s-1p2,success
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,1,data\h2o_adsorbates\MAT_140_H2O_site1.cif,-403.58148300721587,uma-s-1p2,success
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,2,data\h2o_adsorbates\MAT_140_H2O_site2.cif,-403.6107933354489,uma-s-1p2,success
MAT_142,In,0.8,0.1999999999999999,Ru0.80In0.20Ox,0,data\h2o_adsorbates\MAT_142_H2O_site0.cif,-640.8678751711698,uma-s-1p2,success
MAT_142,In,0.8,0.1999999999999999,Ru0.80In0.20Ox,1,data\h2o_adsorbates\MAT_142_H2O_site1.cif,-641.7157006746042,uma-s-1p2,success
MAT_142,In,0.8,0.1999999999999999,Ru0.80In0.20Ox,2,data\h2o_adsorbates\MAT_142_H2O_site2.cif,-641.1692243942467,uma-s-1p2,success
MAT_143,In,0.6,0.4,Ru0.60In0.40Ox,0,data\h2o_adsorbates\MAT_143_H2O_site0.cif,-606.3171996129478,uma-s-1p2,success
MAT_143,In,0.6,0.4,Ru0.60In0.40Ox,1,data\h2o_adsorbates\MAT_143_H2O_site1.cif,-607.168570995487,uma-s-1p2,success
MAT_143,In,0.6,0.4,Ru0.60In0.40Ox,2,data\h2o_adsorbates\MAT_143_H2O_site2.cif,-606.4616806676281,uma-s-1p2,success
MAT_144,In,0.4,0.6,Ru0.40In0.60Ox,0,data\h2o_adsorbates\MAT_144_H2O_site0.cif,-539.1958237653728,uma-s-1p2,success
MAT_144,In,0.4,0.6,Ru0.40In0.60Ox,1,data\h2o_adsorbates\MAT_144_H2O_site1.cif,-539.2710913278547,uma-s-1p2,success
MAT_144,In,0.4,0.6,Ru0.40In0.60Ox,2,data\h2o_adsorbates\MAT_144_H2O_site2.cif,-539.3486198216775,uma-s-1p2,success
MAT_145,In,0.2,0.8,Ru0.20In0.80Ox,0,data\h2o_adsorbates\MAT_145_H2O_site0.cif,-509.21663831066917,uma-s-1p2,success
MAT_145,In,0.2,0.8,Ru0.20In0.80Ox,1,data\h2o_adsorbates\MAT_145_H2O_site1.cif,-509.27599514988856,uma-s-1p2,success
MAT_145,In,0.2,0.8,Ru0.20In0.80Ox,2,data\h2o_adsorbates\MAT_145_H2O_site2.cif,-509.0772755048903,uma-s-1p2,success
MAT_147,Sn,0.8,0.1999999999999999,Ru0.80Sn0.20Ox,0,data\h2o_adsorbates\MAT_147_H2O_site0.cif,-662.2498317411655,uma-s-1p2,success
MAT_147,Sn,0.8,0.1999999999999999,Ru0.80Sn0.20Ox,1,data\h2o_adsorbates\MAT_147_H2O_site1.cif,-662.9033884616622,uma-s-1p2,success
MAT_147,Sn,0.8,0.1999999999999999,Ru0.80Sn0.20Ox,2,data\h2o_adsorbates\MAT_147_H2O_site2.cif,-662.4072500018972,uma-s-1p2,success
MAT_148,Sn,0.6,0.4,Ru0.60Sn0.40Ox,0,data\h2o_adsorbates\MAT_148_H2O_site0.cif,-639.6849688246982,uma-s-1p2,success
MAT_148,Sn,0.6,0.4,Ru0.60Sn0.40Ox,1,data\h2o_adsorbates\MAT_148_H2O_site1.cif,-640.3386798348139,uma-s-1p2,success
MAT_148,Sn,0.6,0.4,Ru0.60Sn0.40Ox,2,data\h2o_adsorbates\MAT_148_H2O_site2.cif,-639.7869028496564,uma-s-1p2,success
MAT_149,Sn,0.4,0.6,Ru0.40Sn0.60Ox,0,data\h2o_adsorbates\MAT_149_H2O_site0.cif,-602.1386032678176,uma-s-1p2,success
MAT_149,Sn,0.4,0.6,Ru0.40Sn0.60Ox,1,data\h2o_adsorbates\MAT_149_H2O_site1.cif,-602.1617042887731,uma-s-1p2,success
MAT_149,Sn,0.4,0.6,Ru0.40Sn0.60Ox,2,data\h2o_adsorbates\MAT_149_H2O_site2.cif,-602.2839835162184,uma-s-1p2,success
MAT_150,Sn,0.2,0.8,Ru0.20Sn0.80Ox,0,data\h2o_adsorbates\MAT_150_H2O_site0.cif,-586.5885664058048,uma-s-1p2,success
MAT_150,Sn,0.2,0.8,Ru0.20Sn0.80Ox,1,data\h2o_adsorbates\MAT_150_H2O_site1.cif,-586.601924428768,uma-s-1p2,success
MAT_150,Sn,0.2,0.8,Ru0.20Sn0.80Ox,2,data\h2o_adsorbates\MAT_150_H2O_site2.cif,-585.6492205343134,uma-s-1p2,success
MAT_152,Ba,0.8,0.1999999999999999,Ru0.80Ba0.20Ox,0,data\h2o_adsorbates\MAT_152_H2O_site0.cif,-573.8648611414906,uma-s-1p2,success
MAT_152,Ba,0.8,0.1999999999999999,Ru0.80Ba0.20Ox,1,data\h2o_adsorbates\MAT_152_H2O_site1.cif,-577.2066975494199,uma-s-1p2,success
MAT_152,Ba,0.8,0.1999999999999999,Ru0.80Ba0.20Ox,2,data\h2o_adsorbates\MAT_152_H2O_site2.cif,-576.5564282071749,uma-s-1p2,success
MAT_153,Ba,0.6,0.4,Ru0.60Ba0.40Ox,0,data\h2o_adsorbates\MAT_153_H2O_site0.cif,-503.53807591480734,uma-s-1p2,success
MAT_153,Ba,0.6,0.4,Ru0.60Ba0.40Ox,1,data\h2o_adsorbates\MAT_153_H2O_site1.cif,-507.0109411443986,uma-s-1p2,success
MAT_153,Ba,0.6,0.4,Ru0.60Ba0.40Ox,2,data\h2o_adsorbates\MAT_153_H2O_site2.cif,-506.16897126496167,uma-s-1p2,success
MAT_154,Ba,0.4,0.6,Ru0.40Ba0.60Ox,0,data\h2o_adsorbates\MAT_154_H2O_site0.cif,-374.6347159196888,uma-s-1p2,success
MAT_154,Ba,0.4,0.6,Ru0.40Ba0.60Ox,1,data\h2o_adsorbates\MAT_154_H2O_site1.cif,-374.57110844196023,uma-s-1p2,success
MAT_154,Ba,0.4,0.6,Ru0.40Ba0.60Ox,2,data\h2o_adsorbates\MAT_154_H2O_site2.cif,-377.350611961621,uma-s-1p2,success
MAT_155,Ba,0.2,0.8,Ru0.20Ba0.80Ox,0,data\h2o_adsorbates\MAT_155_H2O_site0.cif,-323.12452742732677,uma-s-1p2,success
MAT_155,Ba,0.2,0.8,Ru0.20Ba0.80Ox,1,data\h2o_adsorbates\MAT_155_H2O_site1.cif,-323.0160220804117,uma-s-1p2,success
MAT_155,Ba,0.2,0.8,Ru0.20Ba0.80Ox,2,data\h2o_adsorbates\MAT_155_H2O_site2.cif,-323.1136107093778,uma-s-1p2,success
MAT_157,La,0.8,0.1999999999999999,Ru0.80La0.20Ox,0,data\h2o_adsorbates\MAT_157_H2O_site0.cif,-528.2813366277686,uma-s-1p2,success
MAT_157,La,0.8,0.1999999999999999,Ru0.80La0.20Ox,1,data\h2o_adsorbates\MAT_157_H2O_site1.cif,-531.3012517600998,uma-s-1p2,success
MAT_157,La,0.8,0.1999999999999999,Ru0.80La0.20Ox,2,data\h2o_adsorbates\MAT_157_H2O_site2.cif,-530.66496520079,uma-s-1p2,success
MAT_158,La,0.6,0.4,Ru0.60La0.40Ox,0,data\h2o_adsorbates\MAT_158_H2O_site0.cif,-437.16631887415167,uma-s-1p2,success
MAT_158,La,0.6,0.4,Ru0.60La0.40Ox,1,data\h2o_adsorbates\MAT_158_H2O_site1.cif,-440.16449253343706,uma-s-1p2,success
MAT_158,La,0.6,0.4,Ru0.60La0.40Ox,2,data\h2o_adsorbates\MAT_158_H2O_site2.cif,-439.330348105292,uma-s-1p2,success
MAT_159,La,0.4,0.6,Ru0.40La0.60Ox,0,data\h2o_adsorbates\MAT_159_H2O_site0.cif,-259.9425092562276,uma-s-1p2,success
MAT_159,La,0.4,0.6,Ru0.40La0.60Ox,1,data\h2o_adsorbates\MAT_159_H2O_site1.cif,-260.01603524376407,uma-s-1p2,success
MAT_159,La,0.4,0.6,Ru0.40La0.60Ox,2,data\h2o_adsorbates\MAT_159_H2O_site2.cif,-262.2319858463168,uma-s-1p2,success
MAT_160,La,0.2,0.8,Ru0.20La0.80Ox,0,data\h2o_adsorbates\MAT_160_H2O_site0.cif,-177.90410581129441,uma-s-1p2,success
MAT_160,La,0.2,0.8,Ru0.20La0.80Ox,1,data\h2o_adsorbates\MAT_160_H2O_site1.cif,-177.973126154007,uma-s-1p2,success
MAT_160,La,0.2,0.8,Ru0.20La0.80Ox,2,data\h2o_adsorbates\MAT_160_H2O_site2.cif,-178.24901167072883,uma-s-1p2,success
MAT_162,Ce,0.8,0.1999999999999999,Ru0.80Ce0.20Ox,0,data\h2o_adsorbates\MAT_162_H2O_site0.cif,-692.6269955829205,uma-s-1p2,success
MAT_162,Ce,0.8,0.1999999999999999,Ru0.80Ce0.20Ox,1,data\h2o_adsorbates\MAT_162_H2O_site1.cif,-695.0971286365757,uma-s-1p2,success
MAT_162,Ce,0.8,0.1999999999999999,Ru0.80Ce0.20Ox,2,data\h2o_adsorbates\MAT_162_H2O_site2.cif,-694.5436093540682,uma-s-1p2,success
MAT_163,Ce,0.6,0.4,Ru0.60Ce0.40Ox,0,data\h2o_adsorbates\MAT_163_H2O_site0.cif,-683.9200327071258,uma-s-1p2,success
MAT_163,Ce,0.6,0.4,Ru0.60Ce0.40Ox,1,data\h2o_adsorbates\MAT_163_H2O_site1.cif,-686.4299959268892,uma-s-1p2,success
MAT_163,Ce,0.6,0.4,Ru0.60Ce0.40Ox,2,data\h2o_adsorbates\MAT_163_H2O_site2.cif,-685.7210032517413,uma-s-1p2,success
MAT_164,Ce,0.4,0.6,Ru0.40Ce0.60Ox,0,data\h2o_adsorbates\MAT_164_H2O_site0.cif,-668.8225734003831,uma-s-1p2,success
MAT_164,Ce,0.4,0.6,Ru0.40Ce0.60Ox,1,data\h2o_adsorbates\MAT_164_H2O_site1.cif,-668.8190982694329,uma-s-1p2,success
MAT_164,Ce,0.4,0.6,Ru0.40Ce0.60Ox,2,data\h2o_adsorbates\MAT_164_H2O_site2.cif,-670.8396086987834,uma-s-1p2,success
MAT_165,Ce,0.2,0.8,Ru0.20Ce0.80Ox,0,data\h2o_adsorbates\MAT_165_H2O_site0.cif,-661.9780185835752,uma-s-1p2,success
MAT_165,Ce,0.2,0.8,Ru0.20Ce0.80Ox,1,data\h2o_adsorbates\MAT_165_H2O_site1.cif,-661.9571437010566,uma-s-1p2,success
MAT_165,Ce,0.2,0.8,Ru0.20Ce0.80Ox,2,data\h2o_adsorbates\MAT_165_H2O_site2.cif,-662.4681949734038,uma-s-1p2,success
MAT_167,Pr,0.8,0.1999999999999999,Ru0.80Pr0.20Ox,0,data\h2o_adsorbates\MAT_167_H2O_site0.cif,-604.9424963789428,uma-s-1p2,success
MAT_167,Pr,0.8,0.1999999999999999,Ru0.80Pr0.20Ox,1,data\h2o_adsorbates\MAT_167_H2O_site1.cif,-607.5916187813826,uma-s-1p2,success
MAT_167,Pr,0.8,0.1999999999999999,Ru0.80Pr0.20Ox,2,data\h2o_adsorbates\MAT_167_H2O_site2.cif,-606.9439981442551,uma-s-1p2,success
MAT_168,Pr,0.6,0.4,Ru0.60Pr0.40Ox,0,data\h2o_adsorbates\MAT_168_H2O_site0.cif,-552.1543055016675,uma-s-1p2,success
MAT_168,Pr,0.6,0.4,Ru0.60Pr0.40Ox,1,data\h2o_adsorbates\MAT_168_H2O_site1.cif,-554.828963500966,uma-s-1p2,success
MAT_168,Pr,0.6,0.4,Ru0.60Pr0.40Ox,2,data\h2o_adsorbates\MAT_168_H2O_site2.cif,-553.9530388068126,uma-s-1p2,success
MAT_169,Pr,0.4,0.6,Ru0.40Pr0.60Ox,0,data\h2o_adsorbates\MAT_169_H2O_site0.cif,-451.8912777561368,uma-s-1p2,success
MAT_169,Pr,0.4,0.6,Ru0.40Pr0.60Ox,1,data\h2o_adsorbates\MAT_169_H2O_site1.cif,-452.01007300380064,uma-s-1p2,success
MAT_169,Pr,0.4,0.6,Ru0.40Pr0.60Ox,2,data\h2o_adsorbates\MAT_169_H2O_site2.cif,-453.80831402397445,uma-s-1p2,success
MAT_170,Pr,0.2,0.8,Ru0.20Pr0.80Ox,0,data\h2o_adsorbates\MAT_170_H2O_site0.cif,-407.8782384694606,uma-s-1p2,success
MAT_170,Pr,0.2,0.8,Ru0.20Pr0.80Ox,1,data\h2o_adsorbates\MAT_170_H2O_site1.cif,-407.96996957218045,uma-s-1p2,success
MAT_170,Pr,0.2,0.8,Ru0.20Pr0.80Ox,2,data\h2o_adsorbates\MAT_170_H2O_site2.cif,-408.28236728579975,uma-s-1p2,success
MAT_172,Nd,0.8,0.1999999999999999,Ru0.80Nd0.20Ox,0,data\h2o_adsorbates\MAT_172_H2O_site0.cif,-607.9255660587205,uma-s-1p2,success
MAT_172,Nd,0.8,0.1999999999999999,Ru0.80Nd0.20Ox,1,data\h2o_adsorbates\MAT_172_H2O_site1.cif,-610.400327363504,uma-s-1p2,success
MAT_172,Nd,0.8,0.1999999999999999,Ru0.80Nd0.20Ox,2,data\h2o_adsorbates\MAT_172_H2O_site2.cif,-609.7534610267367,uma-s-1p2,success
MAT_173,Nd,0.6,0.4,Ru0.60Nd0.40Ox,0,data\h2o_adsorbates\MAT_173_H2O_site0.cif,-556.6903914374063,uma-s-1p2,success
MAT_173,Nd,0.6,0.4,Ru0.60Nd0.40Ox,1,data\h2o_adsorbates\MAT_173_H2O_site1.cif,-559.1825457296517,uma-s-1p2,success
MAT_173,Nd,0.6,0.4,Ru0.60Nd0.40Ox,2,data\h2o_adsorbates\MAT_173_H2O_site2.cif,-558.3240327454871,uma-s-1p2,success
MAT_174,Nd,0.4,0.6,Ru0.40Nd0.60Ox,0,data\h2o_adsorbates\MAT_174_H2O_site0.cif,-459.59433100957443,uma-s-1p2,success
MAT_174,Nd,0.4,0.6,Ru0.40Nd0.60Ox,1,data\h2o_adsorbates\MAT_174_H2O_site1.cif,-459.73052803853864,uma-s-1p2,success
MAT_174,Nd,0.4,0.6,Ru0.40Nd0.60Ox,2,data\h2o_adsorbates\MAT_174_H2O_site2.cif,-461.32793112853045,uma-s-1p2,success
MAT_175,Nd,0.2,0.8,Ru0.20Nd0.80Ox,0,data\h2o_adsorbates\MAT_175_H2O_site0.cif,-417.12340785871777,uma-s-1p2,success
MAT_175,Nd,0.2,0.8,Ru0.20Nd0.80Ox,1,data\h2o_adsorbates\MAT_175_H2O_site1.cif,-417.2303205760123,uma-s-1p2,success
MAT_175,Nd,0.2,0.8,Ru0.20Nd0.80Ox,2,data\h2o_adsorbates\MAT_175_H2O_site2.cif,-417.54930146002334,uma-s-1p2,success
MAT_177,Sm,0.8,0.1999999999999999,Ru0.80Sm0.20Ox,0,data\h2o_adsorbates\MAT_177_H2O_site0.cif,-607.5038317944849,uma-s-1p2,success
MAT_177,Sm,0.8,0.1999999999999999,Ru0.80Sm0.20Ox,1,data\h2o_adsorbates\MAT_177_H2O_site1.cif,-609.5844607124442,uma-s-1p2,success
MAT_177,Sm,0.8,0.1999999999999999,Ru0.80Sm0.20Ox,2,data\h2o_adsorbates\MAT_177_H2O_site2.cif,-608.954437283302,uma-s-1p2,success
MAT_178,Sm,0.6,0.4,Ru0.60Sm0.40Ox,0,data\h2o_adsorbates\MAT_178_H2O_site0.cif,-556.4192710559813,uma-s-1p2,success
MAT_178,Sm,0.6,0.4,Ru0.60Sm0.40Ox,1,data\h2o_adsorbates\MAT_178_H2O_site1.cif,-558.5201537735018,uma-s-1p2,success
MAT_178,Sm,0.6,0.4,Ru0.60Sm0.40Ox,2,data\h2o_adsorbates\MAT_178_H2O_site2.cif,-557.689509413013,uma-s-1p2,success
MAT_179,Sm,0.4,0.6,Ru0.40Sm0.60Ox,0,data\h2o_adsorbates\MAT_179_H2O_site0.cif,-458.5809340811566,uma-s-1p2,success
MAT_179,Sm,0.4,0.6,Ru0.40Sm0.60Ox,1,data\h2o_adsorbates\MAT_179_H2O_site1.cif,-458.72290923685534,uma-s-1p2,success
MAT_179,Sm,0.4,0.6,Ru0.40Sm0.60Ox,2,data\h2o_adsorbates\MAT_179_H2O_site2.cif,-459.9483040875194,uma-s-1p2,success
MAT_180,Sm,0.2,0.8,Ru0.20Sm0.80Ox,0,data\h2o_adsorbates\MAT_180_H2O_site0.cif,-414.6399661100842,uma-s-1p2,success
MAT_180,Sm,0.2,0.8,Ru0.20Sm0.80Ox,1,data\h2o_adsorbates\MAT_180_H2O_site1.cif,-414.76595114800796,uma-s-1p2,success
MAT_180,Sm,0.2,0.8,Ru0.20Sm0.80Ox,2,data\h2o_adsorbates\MAT_180_H2O_site2.cif,-414.9905584183634,uma-s-1p2,success
MAT_182,Gd,0.8,0.1999999999999999,Ru0.80Gd0.20Ox,0,data\h2o_adsorbates\MAT_182_H2O_site0.cif,-659.2665471066258,uma-s-1p2,success
MAT_182,Gd,0.8,0.1999999999999999,Ru0.80Gd0.20Ox,1,data\h2o_adsorbates\MAT_182_H2O_site1.cif,-661.1089332029268,uma-s-1p2,success
MAT_182,Gd,0.8,0.1999999999999999,Ru0.80Gd0.20Ox,2,data\h2o_adsorbates\MAT_182_H2O_site2.cif,-660.4419796120985,uma-s-1p2,success
MAT_183,Gd,0.6,0.4,Ru0.60Gd0.40Ox,0,data\h2o_adsorbates\MAT_183_H2O_site0.cif,-633.4476279438617,uma-s-1p2,success
MAT_183,Gd,0.6,0.4,Ru0.60Gd0.40Ox,1,data\h2o_adsorbates\MAT_183_H2O_site1.cif,-635.3200132099028,uma-s-1p2,success
MAT_183,Gd,0.6,0.4,Ru0.60Gd0.40Ox,2,data\h2o_adsorbates\MAT_183_H2O_site2.cif,-634.5101861245424,uma-s-1p2,success
MAT_184,Gd,0.4,0.6,Ru0.40Gd0.60Ox,0,data\h2o_adsorbates\MAT_184_H2O_site0.cif,-586.1459439611837,uma-s-1p2,success
MAT_184,Gd,0.4,0.6,Ru0.40Gd0.60Ox,1,data\h2o_adsorbates\MAT_184_H2O_site1.cif,-586.2798538572682,uma-s-1p2,success
MAT_184,Gd,0.4,0.6,Ru0.40Gd0.60Ox,2,data\h2o_adsorbates\MAT_184_H2O_site2.cif,-587.4100661461351,uma-s-1p2,success
MAT_185,Gd,0.2,0.8,Ru0.20Gd0.80Ox,0,data\h2o_adsorbates\MAT_185_H2O_site0.cif,-570.340125033881,uma-s-1p2,success
MAT_185,Gd,0.2,0.8,Ru0.20Gd0.80Ox,1,data\h2o_adsorbates\MAT_185_H2O_site1.cif,-570.4479939248693,uma-s-1p2,success
MAT_185,Gd,0.2,0.8,Ru0.20Gd0.80Ox,2,data\h2o_adsorbates\MAT_185_H2O_site2.cif,-570.5503674317737,uma-s-1p2,success
MAT_187,Tb,0.8,0.1999999999999999,Ru0.80Tb0.20Ox,0,data\h2o_adsorbates\MAT_187_H2O_site0.cif,-631.5811033271269,uma-s-1p2,success
MAT_187,Tb,0.8,0.1999999999999999,Ru0.80Tb0.20Ox,1,data\h2o_adsorbates\MAT_187_H2O_site1.cif,-633.3219142710642,uma-s-1p2,success
MAT_187,Tb,0.8,0.1999999999999999,Ru0.80Tb0.20Ox,2,data\h2o_adsorbates\MAT_187_H2O_site2.cif,-632.6733643116962,uma-s-1p2,success
MAT_188,Tb,0.6,0.4,Ru0.60Tb0.40Ox,0,data\h2o_adsorbates\MAT_188_H2O_site0.cif,-592.5019549348635,uma-s-1p2,success
MAT_188,Tb,0.6,0.4,Ru0.60Tb0.40Ox,1,data\h2o_adsorbates\MAT_188_H2O_site1.cif,-594.2595793953085,uma-s-1p2,success
MAT_188,Tb,0.6,0.4,Ru0.60Tb0.40Ox,2,data\h2o_adsorbates\MAT_188_H2O_site2.cif,-593.4291513012519,uma-s-1p2,success
MAT_189,Tb,0.4,0.6,Ru0.40Tb0.60Ox,0,data\h2o_adsorbates\MAT_189_H2O_site0.cif,-517.9198092388151,uma-s-1p2,success
MAT_189,Tb,0.4,0.6,Ru0.40Tb0.60Ox,1,data\h2o_adsorbates\MAT_189_H2O_site1.cif,-518.1742712904836,uma-s-1p2,success
MAT_189,Tb,0.4,0.6,Ru0.40Tb0.60Ox,2,data\h2o_adsorbates\MAT_189_H2O_site2.cif,-518.9757844015838,uma-s-1p2,success
MAT_190,Tb,0.2,0.8,Ru0.20Tb0.80Ox,0,data\h2o_adsorbates\MAT_190_H2O_site0.cif,-485.17490018605463,uma-s-1p2,success
MAT_190,Tb,0.2,0.8,Ru0.20Tb0.80Ox,1,data\h2o_adsorbates\MAT_190_H2O_site1.cif,-485.37830346736484,uma-s-1p2,success
MAT_190,Tb,0.2,0.8,Ru0.20Tb0.80Ox,2,data\h2o_adsorbates\MAT_190_H2O_site2.cif,-485.5101895507862,uma-s-1p2,success
MAT_192,Dy,0.8,0.1999999999999999,Ru0.80Dy0.20Ox,0,data\h2o_adsorbates\MAT_192_H2O_site0.cif,-627.2880956155374,uma-s-1p2,success
MAT_192,Dy,0.8,0.1999999999999999,Ru0.80Dy0.20Ox,1,data\h2o_adsorbates\MAT_192_H2O_site1.cif,-628.8968857438508,uma-s-1p2,success
MAT_192,Dy,0.8,0.1999999999999999,Ru0.80Dy0.20Ox,2,data\h2o_adsorbates\MAT_192_H2O_site2.cif,-628.250998550243,uma-s-1p2,success
MAT_193,Dy,0.6,0.4,Ru0.60Dy0.40Ox,0,data\h2o_adsorbates\MAT_193_H2O_site0.cif,-586.1578010223974,uma-s-1p2,success
MAT_193,Dy,0.6,0.4,Ru0.60Dy0.40Ox,1,data\h2o_adsorbates\MAT_193_H2O_site1.cif,-587.7985784028339,uma-s-1p2,success
MAT_193,Dy,0.6,0.4,Ru0.60Dy0.40Ox,2,data\h2o_adsorbates\MAT_193_H2O_site2.cif,-586.9630932217965,uma-s-1p2,success
MAT_194,Dy,0.4,0.6,Ru0.40Dy0.60Ox,0,data\h2o_adsorbates\MAT_194_H2O_site0.cif,-507.08774276084387,uma-s-1p2,success
MAT_194,Dy,0.4,0.6,Ru0.40Dy0.60Ox,1,data\h2o_adsorbates\MAT_194_H2O_site1.cif,-507.2991971986313,uma-s-1p2,success
MAT_194,Dy,0.4,0.6,Ru0.40Dy0.60Ox,2,data\h2o_adsorbates\MAT_194_H2O_site2.cif,-507.9973299033341,uma-s-1p2,success
MAT_195,Dy,0.2,0.8,Ru0.20Dy0.80Ox,0,data\h2o_adsorbates\MAT_195_H2O_site0.cif,-471.4187112010841,uma-s-1p2,success
MAT_195,Dy,0.2,0.8,Ru0.20Dy0.80Ox,1,data\h2o_adsorbates\MAT_195_H2O_site1.cif,-471.5974839209845,uma-s-1p2,success
MAT_195,Dy,0.2,0.8,Ru0.20Dy0.80Ox,2,data\h2o_adsorbates\MAT_195_H2O_site2.cif,-471.71026633541754,uma-s-1p2,success
MAT_197,Ho,0.8,0.1999999999999999,Ru0.80Ho0.20Ox,0,data\h2o_adsorbates\MAT_197_H2O_site0.cif,-630.0044565434725,uma-s-1p2,success
MAT_197,Ho,0.8,0.1999999999999999,Ru0.80Ho0.20Ox,1,data\h2o_adsorbates\MAT_197_H2O_site1.cif,-631.5111504707506,uma-s-1p2,success
MAT_197,Ho,0.8,0.1999999999999999,Ru0.80Ho0.20Ox,2,data\h2o_adsorbates\MAT_197_H2O_site2.cif,-630.8675435234322,uma-s-1p2,success
MAT_198,Ho,0.6,0.4,Ru0.60Ho0.40Ox,0,data\h2o_adsorbates\MAT_198_H2O_site0.cif,-590.240326547131,uma-s-1p2,success
MAT_198,Ho,0.6,0.4,Ru0.60Ho0.40Ox,1,data\h2o_adsorbates\MAT_198_H2O_site1.cif,-591.7777174644701,uma-s-1p2,success
MAT_198,Ho,0.6,0.4,Ru0.60Ho0.40Ox,2,data\h2o_adsorbates\MAT_198_H2O_site2.cif,-590.9450543656479,uma-s-1p2,success
MAT_199,Ho,0.4,0.6,Ru0.40Ho0.60Ox,0,data\h2o_adsorbates\MAT_199_H2O_site0.cif,-513.5979016231729,uma-s-1p2,success
MAT_199,Ho,0.4,0.6,Ru0.40Ho0.60Ox,1,data\h2o_adsorbates\MAT_199_H2O_site1.cif,-513.8374087603207,uma-s-1p2,success
MAT_199,Ho,0.4,0.6,Ru0.40Ho0.60Ox,2,data\h2o_adsorbates\MAT_199_H2O_site2.cif,-514.4266733860237,uma-s-1p2,success
MAT_200,Ho,0.2,0.8,Ru0.20Ho0.80Ox,0,data\h2o_adsorbates\MAT_200_H2O_site0.cif,-478.9325816261825,uma-s-1p2,success
MAT_200,Ho,0.2,0.8,Ru0.20Ho0.80Ox,1,data\h2o_adsorbates\MAT_200_H2O_site1.cif,-479.1313316571669,uma-s-1p2,success
MAT_200,Ho,0.2,0.8,Ru0.20Ho0.80Ox,2,data\h2o_adsorbates\MAT_200_H2O_site2.cif,-479.24863480693045,uma-s-1p2,success
MAT_202,Er,0.8,0.1999999999999999,Ru0.80Er0.20Ox,0,data\h2o_adsorbates\MAT_202_H2O_site0.cif,-633.7049704705998,uma-s-1p2,success
MAT_202,Er,0.8,0.1999999999999999,Ru0.80Er0.20Ox,1,data\h2o_adsorbates\MAT_202_H2O_site1.cif,-635.0703626232284,uma-s-1p2,success
MAT_202,Er,0.8,0.1999999999999999,Ru0.80Er0.20Ox,2,data\h2o_adsorbates\MAT_202_H2O_site2.cif,-634.4163249212675,uma-s-1p2,success
MAT_203,Er,0.6,0.4,Ru0.60Er0.40Ox,0,data\h2o_adsorbates\MAT_203_H2O_site0.cif,-595.8248303868457,uma-s-1p2,success
MAT_203,Er,0.6,0.4,Ru0.60Er0.40Ox,1,data\h2o_adsorbates\MAT_203_H2O_site1.cif,-597.2217383463733,uma-s-1p2,success
MAT_203,Er,0.6,0.4,Ru0.60Er0.40Ox,2,data\h2o_adsorbates\MAT_203_H2O_site2.cif,-596.3871602105191,uma-s-1p2,success
MAT_204,Er,0.4,0.6,Ru0.40Er0.60Ox,0,data\h2o_adsorbates\MAT_204_H2O_site0.cif,-522.1747372827947,uma-s-1p2,success
MAT_204,Er,0.4,0.6,Ru0.40Er0.60Ox,1,data\h2o_adsorbates\MAT_204_H2O_site1.cif,-522.4150537780297,uma-s-1p2,success
MAT_204,Er,0.4,0.6,Ru0.40Er0.60Ox,2,data\h2o_adsorbates\MAT_204_H2O_site2.cif,-522.8561824418498,uma-s-1p2,success
MAT_205,Er,0.2,0.8,Ru0.20Er0.80Ox,0,data\h2o_adsorbates\MAT_205_H2O_site0.cif,-488.62535842429804,uma-s-1p2,success
