material_id,M_element,Ru_fraction,M_fraction,nominal_formula,vacancy_site_index,vacancy_structure_file,predicted_energy_eV,backend,status
MAT_070,Co,0.2,0.8,Ru0.20Co0.80Ox,2,data\vacancies\MAT_070_vacancy_site2.cif,-276.75137849652776,uma-s-1p2,success
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,0,data\vacancies\MAT_072_vacancy_site0.cif,-305.4923025482097,uma-s-1p2,success
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,1,data\vacancies\MAT_072_vacancy_site1.cif,-305.8305651176939,uma-s-1p2,success
MAT_072,Ni,0.8,0.1999999999999999,Ru0.80Ni0.20Ox,2,data\vacancies\MAT_072_vacancy_site2.cif,-304.9684703116723,uma-s-1p2,success
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,0,data\vacancies\MAT_073_vacancy_site0.cif,-288.4291174307458,uma-s-1p2,success
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,1,data\vacancies\MAT_073_vacancy_site1.cif,-289.4461655881029,uma-s-1p2,success
MAT_073,Ni,0.6,0.4,Ru0.60Ni0.40Ox,2,data\vacancies\MAT_073_vacancy_site2.cif,-287.9101233676068,uma-s-1p2,success
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,0,data\vacancies\MAT_074_vacancy_site0.cif,-253.1796359789305,uma-s-1p2,success
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,1,data\vacancies\MAT_074_vacancy_site1.cif,-254.26152059167347,uma-s-1p2,success
MAT_074,Ni,0.4,0.6,Ru0.40Ni0.60Ox,2,data\vacancies\MAT_074_vacancy_site2.cif,-253.01349560535203,uma-s-1p2,success
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,0,data\vacancies\MAT_075_vacancy_site0.cif,-236.23037550501616,uma-s-1p2,success
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,1,data\vacancies\MAT_075_vacancy_site1.cif,-237.85505735160274,uma-s-1p2,success
MAT_075,Ni,0.2,0.8,Ru0.20Ni0.80Ox,2,data\vacancies\MAT_075_vacancy_site2.cif,-236.09740530980125,uma-s-1p2,success
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,0,data\vacancies\MAT_077_vacancy_site0.cif,-308.29128761667647,uma-s-1p2,success
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,1,data\vacancies\MAT_077_vacancy_site1.cif,-308.10711588996145,uma-s-1p2,success
MAT_077,Cu,0.8,0.1999999999999999,Ru0.80Cu0.20Ox,2,data\vacancies\MAT_077_vacancy_site2.cif,-307.2665406462992,uma-s-1p2,success
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,0,data\vacancies\MAT_078_vacancy_site0.cif,-292.28399185068366,uma-s-1p2,success
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,1,data\vacancies\MAT_078_vacancy_site1.cif,-292.8464530045089,uma-s-1p2,success
MAT_078,Cu,0.6,0.4,Ru0.60Cu0.40Ox,2,data\vacancies\MAT_078_vacancy_site2.cif,-291.2518720017316,uma-s-1p2,success
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,0,data\vacancies\MAT_079_vacancy_site0.cif,-260.25460219096635,uma-s-1p2,success
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,1,data\vacancies\MAT_079_vacancy_site1.cif,-260.86245598112157,uma-s-1p2,success
MAT_079,Cu,0.4,0.6,Ru0.40Cu0.60Ox,2,data\vacancies\MAT_079_vacancy_site2.cif,-260.2962604780876,uma-s-1p2,success
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,0,data\vacancies\MAT_080_vacancy_site0.cif,-245.10124171633154,uma-s-1p2,success
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,1,data\vacancies\MAT_080_vacancy_site1.cif,-246.78878190960364,uma-s-1p2,success
MAT_080,Cu,0.2,0.8,Ru0.20Cu0.80Ox,2,data\vacancies\MAT_080_vacancy_site2.cif,-245.03854351849108,uma-s-1p2,success
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,0,data\vacancies\MAT_082_vacancy_site0.cif,-301.7559224681654,uma-s-1p2,success
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,1,data\vacancies\MAT_082_vacancy_site1.cif,-301.5072696391238,uma-s-1p2,success
MAT_082,Zn,0.8,0.1999999999999999,Ru0.80Zn0.20Ox,2,data\vacancies\MAT_082_vacancy_site2.cif,-300.61534528845556,uma-s-1p2,success
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,0,data\vacancies\MAT_083_vacancy_site0.cif,-282.3855078471351,uma-s-1p2,success
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,1,data\vacancies\MAT_083_vacancy_site1.cif,-283.0365472926528,uma-s-1p2,success
MAT_083,Zn,0.6,0.4,Ru0.60Zn0.40Ox,2,data\vacancies\MAT_083_vacancy_site2.cif,-281.26803370561424,uma-s-1p2,success
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,0,data\vacancies\MAT_084_vacancy_site0.cif,-241.96250616774506,uma-s-1p2,success
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,1,data\vacancies\MAT_084_vacancy_site1.cif,-242.71815683457496,uma-s-1p2,success
MAT_084,Zn,0.4,0.6,Ru0.40Zn0.60Ox,2,data\vacancies\MAT_084_vacancy_site2.cif,-241.8912620362853,uma-s-1p2,success
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,0,data\vacancies\MAT_085_vacancy_site0.cif,-222.689116030202,uma-s-1p2,success
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,1,data\vacancies\MAT_085_vacancy_site1.cif,-224.70555869688633,uma-s-1p2,success
MAT_085,Zn,0.2,0.8,Ru0.20Zn0.80Ox,2,data\vacancies\MAT_085_vacancy_site2.cif,-222.52470631801071,uma-s-1p2,success
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,0,data\vacancies\MAT_087_vacancy_site0.cif,-316.33284816483354,uma-s-1p2,success
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,1,data\vacancies\MAT_087_vacancy_site1.cif,-316.37847900719754,uma-s-1p2,success
MAT_087,Ga,0.8,0.1999999999999999,Ru0.80Ga0.20Ox,2,data\vacancies\MAT_087_vacancy_site2.cif,-315.45379085948446,uma-s-1p2,success
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,0,data\vacancies\MAT_088_vacancy_site0.cif,-304.72747698291175,uma-s-1p2,success
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,1,data\vacancies\MAT_088_vacancy_site1.cif,-305.23612598258876,uma-s-1p2,success
MAT_088,Ga,0.6,0.4,Ru0.60Ga0.40Ox,2,data\vacancies\MAT_088_vacancy_site2.cif,-303.84233555624866,uma-s-1p2,success
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,0,data\vacancies\MAT_089_vacancy_site0.cif,-281.8196826809455,uma-s-1p2,success
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,1,data\vacancies\MAT_089_vacancy_site1.cif,-282.63729970228917,uma-s-1p2,success
MAT_089,Ga,0.4,0.6,Ru0.40Ga0.60Ox,2,data\vacancies\MAT_089_vacancy_site2.cif,-281.68831188445694,uma-s-1p2,success
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,0,data\vacancies\MAT_090_vacancy_site0.cif,-271.40998271355096,uma-s-1p2,success
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,1,data\vacancies\MAT_090_vacancy_site1.cif,-271.72023688532283,uma-s-1p2,success
MAT_090,Ga,0.2,0.8,Ru0.20Ga0.80Ox,2,data\vacancies\MAT_090_vacancy_site2.cif,-271.19305894573824,uma-s-1p2,success
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,0,data\vacancies\MAT_092_vacancy_site0.cif,-322.76607167140344,uma-s-1p2,success
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,1,data\vacancies\MAT_092_vacancy_site1.cif,-322.24891236090156,uma-s-1p2,success
MAT_092,Ge,0.8,0.1999999999999999,Ru0.80Ge0.20Ox,2,data\vacancies\MAT_092_vacancy_site2.cif,-321.3118162447272,uma-s-1p2,success
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,0,data\vacancies\MAT_093_vacancy_site0.cif,-314.57699654408805,uma-s-1p2,success
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,1,data\vacancies\MAT_093_vacancy_site1.cif,-314.22669984176054,uma-s-1p2,success
MAT_093,Ge,0.6,0.4,Ru0.60Ge0.40Ox,2,data\vacancies\MAT_093_vacancy_site2.cif,-313.07696751390597,uma-s-1p2,success
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,0,data\vacancies\MAT_094_vacancy_site0.cif,-301.02291632707454,uma-s-1p2,success
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,1,data\vacancies\MAT_094_vacancy_site1.cif,-300.7042654219747,uma-s-1p2,success
MAT_094,Ge,0.4,0.6,Ru0.40Ge0.60Ox,2,data\vacancies\MAT_094_vacancy_site2.cif,-301.0207434566013,uma-s-1p2,success
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,0,data\vacancies\MAT_095_vacancy_site0.cif,-297.0198091390805,uma-s-1p2,success
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,1,data\vacancies\MAT_095_vacancy_site1.cif,-294.72681972552,uma-s-1p2,success
MAT_095,Ge,0.2,0.8,Ru0.20Ge0.80Ox,2,data\vacancies\MAT_095_vacancy_site2.cif,-297.0192733198599,uma-s-1p2,success
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,0,data\vacancies\MAT_097_vacancy_site0.cif,-292.4465932160552,uma-s-1p2,success
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,1,data\vacancies\MAT_097_vacancy_site1.cif,-289.76125900203823,uma-s-1p2,success
MAT_097,Sr,0.8,0.1999999999999999,Ru0.80Sr0.20Ox,2,data\vacancies\MAT_097_vacancy_site2.cif,-288.83670976097625,uma-s-1p2,success
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,0,data\vacancies\MAT_098_vacancy_site0.cif,-266.9442026103819,uma-s-1p2,success
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,1,data\vacancies\MAT_098_vacancy_site1.cif,-266.6101991507879,uma-s-1p2,success
MAT_098,Sr,0.6,0.4,Ru0.60Sr0.40Ox,2,data\vacancies\MAT_098_vacancy_site2.cif,-263.43368003516247,uma-s-1p2,success
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,0,data\vacancies\MAT_099_vacancy_site0.cif,-217.99631441240467,uma-s-1p2,success
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,1,data\vacancies\MAT_099_vacancy_site1.cif,-217.93122757009377,uma-s-1p2,success
MAT_099,Sr,0.4,0.6,Ru0.40Sr0.60Ox,2,data\vacancies\MAT_099_vacancy_site2.cif,-217.9006020955859,uma-s-1p2,success
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,0,data\vacancies\MAT_100_vacancy_site0.cif,-199.0995375738513,uma-s-1p2,success
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,1,data\vacancies\MAT_100_vacancy_site1.cif,-198.20669903394344,uma-s-1p2,success
MAT_100,Sr,0.2,0.8,Ru0.20Sr0.80Ox,2,data\vacancies\MAT_100_vacancy_site2.cif,-199.07018793081164,uma-s-1p2,success
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,0,data\vacancies\MAT_102_vacancy_site0.cif,-334.7023905636442,uma-s-1p2,success
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,1,data\vacancies\MAT_102_vacancy_site1.cif,-334.5808460741432,uma-s-1p2,success
MAT_102,Y,0.8,0.1999999999999999,Ru0.80Y0.20Ox,2,data\vacancies\MAT_102_vacancy_site2.cif,-333.6282318653415,uma-s-1p2,success
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,0,data\vacancies\MAT_103_vacancy_site0.cif,-331.7291040261206,uma-s-1p2,success
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,1,data\vacancies\MAT_103_vacancy_site1.cif,-333.32794026679943,uma-s-1p2,success
MAT_103,Y,0.6,0.4,Ru0.60Y0.40Ox,2,data\vacancies\MAT_103_vacancy_site2.cif,-330.63078689904137,uma-s-1p2,success
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,0,data\vacancies\MAT_104_vacancy_site0.cif,-327.33524603915595,uma-s-1p2,success
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,1,data\vacancies\MAT_104_vacancy_site1.cif,-329.0060803692,uma-s-1p2,success
MAT_104,Y,0.4,0.6,Ru0.40Y0.60Ox,2,data\vacancies\MAT_104_vacancy_site2.cif,-326.98913119942256,uma-s-1p2,success
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,0,data\vacancies\MAT_105_vacancy_site0.cif,-327.38497597428994,uma-s-1p2,success
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,1,data\vacancies\MAT_105_vacancy_site1.cif,-326.98618657263734,uma-s-1p2,success
MAT_105,Y,0.2,0.8,Ru0.20Y0.80Ox,2,data\vacancies\MAT_105_vacancy_site2.cif,-327.0480908753479,uma-s-1p2,success
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,0,data\vacancies\MAT_107_vacancy_site0.cif,-352.7602944055334,uma-s-1p2,success
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,1,data\vacancies\MAT_107_vacancy_site1.cif,-354.30345336593905,uma-s-1p2,success
MAT_107,Zr,0.8,0.1999999999999999,Ru0.80Zr0.20Ox,2,data\vacancies\MAT_107_vacancy_site2.cif,-353.4016394166438,uma-s-1p2,success
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,0,data\vacancies\MAT_108_vacancy_site0.cif,-360.53639830400095,uma-s-1p2,success
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,1,data\vacancies\MAT_108_vacancy_site1.cif,-362.860588596061,uma-s-1p2,success
MAT_108,Zr,0.6,0.4,Ru0.60Zr0.40Ox,2,data\vacancies\MAT_108_vacancy_site2.cif,-361.16017551824103,uma-s-1p2,success
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,0,data\vacancies\MAT_109_vacancy_site0.cif,-379.5373428302975,uma-s-1p2,success
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,1,data\vacancies\MAT_109_vacancy_site1.cif,-382.07587265153694,uma-s-1p2,success
MAT_109,Zr,0.4,0.6,Ru0.40Zr0.60Ox,2,data\vacancies\MAT_109_vacancy_site2.cif,-379.8575668950898,uma-s-1p2,success
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,0,data\vacancies\MAT_110_vacancy_site0.cif,-388.2843536336811,uma-s-1p2,success
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,1,data\vacancies\MAT_110_vacancy_site1.cif,-389.1732459448687,uma-s-1p2,success
MAT_110,Zr,0.2,0.8,Ru0.20Zr0.80Ox,2,data\vacancies\MAT_110_vacancy_site2.cif,-388.5361438207913,uma-s-1p2,success
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,0,data\vacancies\MAT_112_vacancy_site0.cif,-353.82887736079357,uma-s-1p2,success
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,1,data\vacancies\MAT_112_vacancy_site1.cif,-355.16767952584405,uma-s-1p2,success
MAT_112,Nb,0.8,0.1999999999999999,Ru0.80Nb0.20Ox,2,data\vacancies\MAT_112_vacancy_site2.cif,-354.3774526063869,uma-s-1p2,success
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,0,data\vacancies\MAT_113_vacancy_site0.cif,-362.7598842993001,uma-s-1p2,success
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,1,data\vacancies\MAT_113_vacancy_site1.cif,-364.21466056217616,uma-s-1p2,success
MAT_113,Nb,0.6,0.4,Ru0.60Nb0.40Ox,2,data\vacancies\MAT_113_vacancy_site2.cif,-363.29609111870883,uma-s-1p2,success
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,0,data\vacancies\MAT_114_vacancy_site0.cif,-380.45283467886674,uma-s-1p2,success
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,1,data\vacancies\MAT_114_vacancy_site1.cif,-381.9701925249875,uma-s-1p2,success
MAT_114,Nb,0.4,0.6,Ru0.40Nb0.60Ox,2,data\vacancies\MAT_114_vacancy_site2.cif,-380.5094985513154,uma-s-1p2,success
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,0,data\vacancies\MAT_115_vacancy_site0.cif,-386.9231527936763,uma-s-1p2,success
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,1,data\vacancies\MAT_115_vacancy_site1.cif,-387.3787002578355,uma-s-1p2,success
MAT_115,Nb,0.2,0.8,Ru0.20Nb0.80Ox,2,data\vacancies\MAT_115_vacancy_site2.cif,-386.94422149559233,uma-s-1p2,success
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,0,data\vacancies\MAT_117_vacancy_site0.cif,-334.1210070941655,uma-s-1p2,success
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,1,data\vacancies\MAT_117_vacancy_site1.cif,-335.165414247518,uma-s-1p2,success
MAT_117,Mo,0.8,0.1999999999999999,Ru0.80Mo0.20Ox,2,data\vacancies\MAT_117_vacancy_site2.cif,-334.33724139555375,uma-s-1p2,success
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,0,data\vacancies\MAT_118_vacancy_site0.cif,-333.1963696551418,uma-s-1p2,success
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,1,data\vacancies\MAT_118_vacancy_site1.cif,-334.3679671622012,uma-s-1p2,success
MAT_118,Mo,0.6,0.4,Ru0.60Mo0.40Ox,2,data\vacancies\MAT_118_vacancy_site2.cif,-333.37714558042745,uma-s-1p2,success
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,0,data\vacancies\MAT_119_vacancy_site0.cif,-331.8611737744922,uma-s-1p2,success
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,1,data\vacancies\MAT_119_vacancy_site1.cif,-333.1501620297438,uma-s-1p2,success
MAT_119,Mo,0.4,0.6,Ru0.40Mo0.60Ox,2,data\vacancies\MAT_119_vacancy_site2.cif,-331.8884657193449,uma-s-1p2,success
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,0,data\vacancies\MAT_120_vacancy_site0.cif,-331.02835078717834,uma-s-1p2,success
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,1,data\vacancies\MAT_120_vacancy_site1.cif,-331.744997008826,uma-s-1p2,success
MAT_120,Mo,0.2,0.8,Ru0.20Mo0.80Ox,2,data\vacancies\MAT_120_vacancy_site2.cif,-331.04813623860616,uma-s-1p2,success
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,0,data\vacancies\MAT_122_vacancy_site0.cif,-327.0846424214214,uma-s-1p2,success
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,1,data\vacancies\MAT_122_vacancy_site1.cif,-327.44085358497426,uma-s-1p2,success
MAT_122,Rh,0.8,0.1999999999999999,Ru0.80Rh0.20Ox,2,data\vacancies\MAT_122_vacancy_site2.cif,-326.6601811359131,uma-s-1p2,success
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,0,data\vacancies\MAT_123_vacancy_site0.cif,-321.7303635458129,uma-s-1p2,success
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,1,data\vacancies\MAT_123_vacancy_site1.cif,-322.36208694039703,uma-s-1p2,success
MAT_123,Rh,0.6,0.4,Ru0.60Rh0.40Ox,2,data\vacancies\MAT_123_vacancy_site2.cif,-321.3039738200432,uma-s-1p2,success
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,0,data\vacancies\MAT_124_vacancy_site0.cif,-311.3105115828156,uma-s-1p2,success
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,1,data\vacancies\MAT_124_vacancy_site1.cif,-312.0317881603133,uma-s-1p2,success
MAT_124,Rh,0.4,0.6,Ru0.40Rh0.60Ox,2,data\vacancies\MAT_124_vacancy_site2.cif,-311.2891781958633,uma-s-1p2,success
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,0,data\vacancies\MAT_125_vacancy_site0.cif,-306.65795749741096,uma-s-1p2,success
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,1,data\vacancies\MAT_125_vacancy_site1.cif,-307.9299737095957,uma-s-1p2,success
MAT_125,Rh,0.2,0.8,Ru0.20Rh0.80Ox,2,data\vacancies\MAT_125_vacancy_site2.cif,-306.6310112568923,uma-s-1p2,success
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,0,data\vacancies\MAT_127_vacancy_site0.cif,-313.93697338067824,uma-s-1p2,success
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,1,data\vacancies\MAT_127_vacancy_site1.cif,-313.6450908320948,uma-s-1p2,success
MAT_127,Pd,0.8,0.1999999999999999,Ru0.80Pd0.20Ox,2,data\vacancies\MAT_127_vacancy_site2.cif,-312.7728850741861,uma-s-1p2,success
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,0,data\vacancies\MAT_128_vacancy_site0.cif,-301.07311938696586,uma-s-1p2,success
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,1,data\vacancies\MAT_128_vacancy_site1.cif,-301.4231140641895,uma-s-1p2,success
MAT_128,Pd,0.6,0.4,Ru0.60Pd0.40Ox,2,data\vacancies\MAT_128_vacancy_site2.cif,-299.91595279114574,uma-s-1p2,success
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,0,data\vacancies\MAT_129_vacancy_site0.cif,-276.9422954380971,uma-s-1p2,success
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,1,data\vacancies\MAT_129_vacancy_site1.cif,-277.3986110757839,uma-s-1p2,success
MAT_129,Pd,0.4,0.6,Ru0.40Pd0.60Ox,2,data\vacancies\MAT_129_vacancy_site2.cif,-276.914319083652,uma-s-1p2,success
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,0,data\vacancies\MAT_130_vacancy_site0.cif,-266.3386245740127,uma-s-1p2,success
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,1,data\vacancies\MAT_130_vacancy_site1.cif,-267.8577217628739,uma-s-1p2,success
MAT_130,Pd,0.2,0.8,Ru0.20Pd0.80Ox,2,data\vacancies\MAT_130_vacancy_site2.cif,-266.27674484805567,uma-s-1p2,success
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,0,data\vacancies\MAT_132_vacancy_site0.cif,-296.1826882123517,uma-s-1p2,success
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,1,data\vacancies\MAT_132_vacancy_site1.cif,-294.970798322741,uma-s-1p2,success
MAT_132,Ag,0.8,0.1999999999999999,Ru0.80Ag0.20Ox,2,data\vacancies\MAT_132_vacancy_site2.cif,-294.1356686047485,uma-s-1p2,success
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,0,data\vacancies\MAT_133_vacancy_site0.cif,-273.38875950473584,uma-s-1p2,success
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,1,data\vacancies\MAT_133_vacancy_site1.cif,-273.42822621135537,uma-s-1p2,success
MAT_133,Ag,0.6,0.4,Ru0.60Ag0.40Ox,2,data\vacancies\MAT_133_vacancy_site2.cif,-271.3476030801316,uma-s-1p2,success
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,0,data\vacancies\MAT_134_vacancy_site0.cif,-231.2087655930408,uma-s-1p2,success
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,1,data\vacancies\MAT_134_vacancy_site1.cif,-231.29319643509336,uma-s-1p2,success
MAT_134,Ag,0.4,0.6,Ru0.40Ag0.60Ox,2,data\vacancies\MAT_134_vacancy_site2.cif,-231.33372634626818,uma-s-1p2,success
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,0,data\vacancies\MAT_135_vacancy_site0.cif,-212.99549662767387,uma-s-1p2,success
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,1,data\vacancies\MAT_135_vacancy_site1.cif,-214.7298640852678,uma-s-1p2,success
MAT_135,Ag,0.2,0.8,Ru0.20Ag0.80Ox,2,data\vacancies\MAT_135_vacancy_site2.cif,-213.06728486475964,uma-s-1p2,success
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,0,data\vacancies\MAT_137_vacancy_site0.cif,-289.83688112275826,uma-s-1p2,success
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,1,data\vacancies\MAT_137_vacancy_site1.cif,-288.33001588061006,uma-s-1p2,success
MAT_137,Cd,0.8,0.1999999999999999,Ru0.80Cd0.20Ox,2,data\vacancies\MAT_137_vacancy_site2.cif,-287.4769468598215,uma-s-1p2,success
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,0,data\vacancies\MAT_138_vacancy_site0.cif,-263.6026721733956,uma-s-1p2,success
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,1,data\vacancies\MAT_138_vacancy_site1.cif,-263.7110394685467,uma-s-1p2,success
MAT_138,Cd,0.6,0.4,Ru0.60Cd0.40Ox,2,data\vacancies\MAT_138_vacancy_site2.cif,-261.2732851553005,uma-s-1p2,success
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,0,data\vacancies\MAT_139_vacancy_site0.cif,-212.69206737432785,uma-s-1p2,success
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,1,data\vacancies\MAT_139_vacancy_site1.cif,-212.7539946340059,uma-s-1p2,success
MAT_139,Cd,0.4,0.6,Ru0.40Cd0.60Ox,2,data\vacancies\MAT_139_vacancy_site2.cif,-212.67120563007362,uma-s-1p2,success
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,0,data\vacancies\MAT_140_vacancy_site0.cif,-191.14715500176035,uma-s-1p2,success
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,1,data\vacancies\MAT_140_vacancy_site1.cif,-192.52626710704288,uma-s-1p2,success
MAT_140,Cd,0.2,0.8,Ru0.20Cd0.80Ox,2,data\vacancies\MAT_140_vacancy_site2.cif,-191.15024753325036,uma-s-1p2,success
MAT_142,In,0.8,0.1999999999999999,Ru0.80In0.20Ox,0,data\vacancies\MAT_142_vacancy_site0.cif,-306.5637931817681,uma-s-1p2,success
MAT_142,In,0.8,0.1999999999999999,Ru0.80In0.20Ox,1,data\vacancies\MAT_142_vacancy_site1.cif,-305.8044065634412,uma-s-1p2,success
