material_id,nominal_formula,adsorbate,adsorbate_structure_file,predicted_energy_eV,backend,status
MAT_026,Ru0.75Ti0.25Ox,N2O,data\substituted_adsorbates\MAT_026_N2O_site1_adsorbed.cif,-742.6231351580315,uma-s-1p2,success
MAT_026,Ru0.75Ti0.25Ox,N2O,data\substituted_adsorbates\MAT_026_N2O_site2_adsorbed.cif,-742.5764474152794,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,O,data\substituted_adsorbates\MAT_027_O_site0_adsorbed.cif,-381.1949409114813,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,O,data\substituted_adsorbates\MAT_027_O_site1_adsorbed.cif,-381.58459566728095,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,O,data\substituted_adsorbates\MAT_027_O_site2_adsorbed.cif,-378.9607359677477,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,O2,data\substituted_adsorbates\MAT_027_O2_site0_adsorbed.cif,-385.76055321500303,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,O2,data\substituted_adsorbates\MAT_027_O2_site1_adsorbed.cif,-385.9736357177302,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,O2,data\substituted_adsorbates\MAT_027_O2_site2_adsorbed.cif,-384.6422301606199,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,N2O,data\substituted_adsorbates\MAT_027_N2O_site0_adsorbed.cif,-396.697599143055,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,N2O,data\substituted_adsorbates\MAT_027_N2O_site1_adsorbed.cif,-397.2502669330411,uma-s-1p2,success
MAT_027,Ru0.50Ti0.50Ox,N2O,data\substituted_adsorbates\MAT_027_N2O_site2_adsorbed.cif,-395.39178376809286,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,O,data\substituted_adsorbates\MAT_028_O_site0_adsorbed.cif,-789.4184295237574,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,O,data\substituted_adsorbates\MAT_028_O_site1_adsorbed.cif,-789.0241650418825,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,O,data\substituted_adsorbates\MAT_028_O_site2_adsorbed.cif,-790.875096956818,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,O2,data\substituted_adsorbates\MAT_028_O2_site0_adsorbed.cif,-794.026121273767,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,O2,data\substituted_adsorbates\MAT_028_O2_site1_adsorbed.cif,-793.8366928114439,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,O2,data\substituted_adsorbates\MAT_028_O2_site2_adsorbed.cif,-794.830669081497,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,N2O,data\substituted_adsorbates\MAT_028_N2O_site0_adsorbed.cif,-804.681822831188,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,N2O,data\substituted_adsorbates\MAT_028_N2O_site1_adsorbed.cif,-804.5807874875179,uma-s-1p2,success
MAT_028,Ru0.25Ti0.75Ox,N2O,data\substituted_adsorbates\MAT_028_N2O_site2_adsorbed.cif,-805.1282225887194,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,O,data\substituted_adsorbates\MAT_030_O_site0_adsorbed.cif,-730.1602078276572,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,O,data\substituted_adsorbates\MAT_030_O_site1_adsorbed.cif,-730.8021215961373,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,O,data\substituted_adsorbates\MAT_030_O_site2_adsorbed.cif,-730.7914127757259,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,O2,data\substituted_adsorbates\MAT_030_O2_site0_adsorbed.cif,-734.7637809417208,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,O2,data\substituted_adsorbates\MAT_030_O2_site1_adsorbed.cif,-734.8923162327674,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,O2,data\substituted_adsorbates\MAT_030_O2_site2_adsorbed.cif,-735.1455666394888,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,N2O,data\substituted_adsorbates\MAT_030_N2O_site0_adsorbed.cif,-745.3311620033957,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,N2O,data\substituted_adsorbates\MAT_030_N2O_site1_adsorbed.cif,-746.5298671746503,uma-s-1p2,success
MAT_030,Ru0.75Zr0.25Ox,N2O,data\substituted_adsorbates\MAT_030_N2O_site2_adsorbed.cif,-746.5143952184285,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,O,data\substituted_adsorbates\MAT_031_O_site0_adsorbed.cif,-385.38969799624005,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,O,data\substituted_adsorbates\MAT_031_O_site1_adsorbed.cif,-386.5149965866852,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,O,data\substituted_adsorbates\MAT_031_O_site2_adsorbed.cif,-383.49056363363843,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,O2,data\substituted_adsorbates\MAT_031_O2_site0_adsorbed.cif,-389.63068804345147,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,O2,data\substituted_adsorbates\MAT_031_O2_site1_adsorbed.cif,-390.4054765672536,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,O2,data\substituted_adsorbates\MAT_031_O2_site2_adsorbed.cif,-388.8828412507637,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,N2O,data\substituted_adsorbates\MAT_031_N2O_site0_adsorbed.cif,-400.1993636966164,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,N2O,data\substituted_adsorbates\MAT_031_N2O_site1_adsorbed.cif,-401.42593306463175,uma-s-1p2,success
MAT_031,Ru0.50Zr0.50Ox,N2O,data\substituted_adsorbates\MAT_031_N2O_site2_adsorbed.cif,-399.5183908001775,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,O,data\substituted_adsorbates\MAT_032_O_site0_adsorbed.cif,-803.3920699534015,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,O,data\substituted_adsorbates\MAT_032_O_site1_adsorbed.cif,-802.960373563619,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,O,data\substituted_adsorbates\MAT_032_O_site2_adsorbed.cif,-805.373897702566,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,O2,data\substituted_adsorbates\MAT_032_O2_site0_adsorbed.cif,-807.3322580402449,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,O2,data\substituted_adsorbates\MAT_032_O2_site1_adsorbed.cif,-807.0773291602425,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,O2,data\substituted_adsorbates\MAT_032_O2_site2_adsorbed.cif,-808.7008516349771,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,N2O,data\substituted_adsorbates\MAT_032_N2O_site0_adsorbed.cif,-817.4238327163761,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,N2O,data\substituted_adsorbates\MAT_032_N2O_site1_adsorbed.cif,-817.2992282985783,uma-s-1p2,success
MAT_032,Ru0.25Zr0.75Ox,N2O,data\substituted_adsorbates\MAT_032_N2O_site2_adsorbed.cif,-818.1135435385729,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,O,data\substituted_adsorbates\MAT_034_O_site0_adsorbed.cif,-700.4211678293017,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,O,data\substituted_adsorbates\MAT_034_O_site1_adsorbed.cif,-701.0353939077053,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,O,data\substituted_adsorbates\MAT_034_O_site2_adsorbed.cif,-700.9392101656598,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,O2,data\substituted_adsorbates\MAT_034_O2_site0_adsorbed.cif,-705.2752645177895,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,O2,data\substituted_adsorbates\MAT_034_O2_site1_adsorbed.cif,-705.3400685749551,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,O2,data\substituted_adsorbates\MAT_034_O2_site2_adsorbed.cif,-705.434845410347,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,N2O,data\substituted_adsorbates\MAT_034_N2O_site0_adsorbed.cif,-716.5223855712645,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,N2O,data\substituted_adsorbates\MAT_034_N2O_site1_adsorbed.cif,-716.9812143394777,uma-s-1p2,success
MAT_034,Ru0.75V0.25Ox,N2O,data\substituted_adsorbates\MAT_034_N2O_site2_adsorbed.cif,-716.8496675862323,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,O,data\substituted_adsorbates\MAT_035_O_site0_adsorbed.cif,-355.19209372223304,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,O,data\substituted_adsorbates\MAT_035_O_site1_adsorbed.cif,-355.97329650623925,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,O,data\substituted_adsorbates\MAT_035_O_site2_adsorbed.cif,-353.4023682746891,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,O2,data\substituted_adsorbates\MAT_035_O2_site0_adsorbed.cif,-360.2022758175167,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,O2,data\substituted_adsorbates\MAT_035_O2_site1_adsorbed.cif,-360.42339390627785,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,O2,data\substituted_adsorbates\MAT_035_O2_site2_adsorbed.cif,-359.1343272288855,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,N2O,data\substituted_adsorbates\MAT_035_N2O_site0_adsorbed.cif,-371.3445515506031,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,N2O,data\substituted_adsorbates\MAT_035_N2O_site1_adsorbed.cif,-371.6644273339018,uma-s-1p2,success
MAT_035,Ru0.50V0.50Ox,N2O,data\substituted_adsorbates\MAT_035_N2O_site2_adsorbed.cif,-369.91300082973385,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,O,data\substituted_adsorbates\MAT_036_O_site0_adsorbed.cif,-712.2034473752606,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,O,data\substituted_adsorbates\MAT_036_O_site1_adsorbed.cif,-712.1921262232356,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,O,data\substituted_adsorbates\MAT_036_O_site2_adsorbed.cif,-713.3506042208252,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,O2,data\substituted_adsorbates\MAT_036_O2_site0_adsorbed.cif,-717.3522297145543,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,O2,data\substituted_adsorbates\MAT_036_O2_site1_adsorbed.cif,-717.3626432839669,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,O2,data\substituted_adsorbates\MAT_036_O2_site2_adsorbed.cif,-717.7110502709177,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,N2O,data\substituted_adsorbates\MAT_036_N2O_site0_adsorbed.cif,-728.335288004573,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,N2O,data\substituted_adsorbates\MAT_036_N2O_site1_adsorbed.cif,-728.388807532376,uma-s-1p2,success
MAT_036,Ru0.25V0.75Ox,N2O,data\substituted_adsorbates\MAT_036_N2O_site2_adsorbed.cif,-728.4757164545849,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,O,data\substituted_adsorbates\MAT_038_O_site0_adsorbed.cif,-686.4256419768261,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,O,data\substituted_adsorbates\MAT_038_O_site1_adsorbed.cif,-686.8577851975841,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,O,data\substituted_adsorbates\MAT_038_O_site2_adsorbed.cif,-686.6360379319345,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,O2,data\substituted_adsorbates\MAT_038_O2_site0_adsorbed.cif,-690.4056940203142,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,O2,data\substituted_adsorbates\MAT_038_O2_site1_adsorbed.cif,-690.961165734914,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,O2,data\substituted_adsorbates\MAT_038_O2_site2_adsorbed.cif,-691.1251344978527,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,N2O,data\substituted_adsorbates\MAT_038_N2O_site0_adsorbed.cif,-701.9225050439157,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,N2O,data\substituted_adsorbates\MAT_038_N2O_site1_adsorbed.cif,-702.6634112509248,uma-s-1p2,success
MAT_038,Ru0.75Si0.25Ox,N2O,data\substituted_adsorbates\MAT_038_N2O_site2_adsorbed.cif,-702.588769210814,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,O,data\substituted_adsorbates\MAT_039_O_site0_adsorbed.cif,-341.1657758097547,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,O,data\substituted_adsorbates\MAT_039_O_site1_adsorbed.cif,-341.2597245320366,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,O,data\substituted_adsorbates\MAT_039_O_site2_adsorbed.cif,-338.0759700746684,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,O2,data\substituted_adsorbates\MAT_039_O2_site0_adsorbed.cif,-344.8105661473575,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,O2,data\substituted_adsorbates\MAT_039_O2_site1_adsorbed.cif,-345.72813661528517,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,O2,data\substituted_adsorbates\MAT_039_O2_site2_adsorbed.cif,-344.1030655526123,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,N2O,data\substituted_adsorbates\MAT_039_N2O_site0_adsorbed.cif,-356.33217063776306,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,N2O,data\substituted_adsorbates\MAT_039_N2O_site1_adsorbed.cif,-357.0400423459858,uma-s-1p2,success
MAT_039,Ru0.50Si0.50Ox,N2O,data\substituted_adsorbates\MAT_039_N2O_site2_adsorbed.cif,-354.93713675817776,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,O,data\substituted_adsorbates\MAT_040_O_site0_adsorbed.cif,-671.0977093252618,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,O,data\substituted_adsorbates\MAT_040_O_site1_adsorbed.cif,-670.8777153455108,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,O,data\substituted_adsorbates\MAT_040_O_site2_adsorbed.cif,-670.8378543509749,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,O2,data\substituted_adsorbates\MAT_040_O2_site0_adsorbed.cif,-674.9976162580707,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,O2,data\substituted_adsorbates\MAT_040_O2_site1_adsorbed.cif,-675.0010484246965,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,O2,data\substituted_adsorbates\MAT_040_O2_site2_adsorbed.cif,-674.5789603007038,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,N2O,data\substituted_adsorbates\MAT_040_N2O_site0_adsorbed.cif,-686.5489964952294,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,N2O,data\substituted_adsorbates\MAT_040_N2O_site1_adsorbed.cif,-686.5594258975507,uma-s-1p2,success
MAT_040,Ru0.25Si0.75Ox,N2O,data\substituted_adsorbates\MAT_040_N2O_site2_adsorbed.cif,-685.8524622993706,uma-s-1p2,success
