material_id,M_element,Ru_fraction,M_fraction,nominal_formula,slab_file,predicted_energy_eV,backend,status
MAT_218,Ta,0.6,0.4,Ru0.60Ta0.40Ox,data\substituted_slabs\MAT_218_110_slab.cif,-387.9321856599787,uma-s-1p2,success
MAT_219,Ta,0.4,0.6,Ru0.40Ta0.60Ox,data\substituted_slabs\MAT_219_110_slab.cif,-415.38315643911443,uma-s-1p2,success
MAT_220,Ta,0.2,0.8,Ru0.20Ta0.80Ox,data\substituted_slabs\MAT_220_110_slab.cif,-425.1038263761544,uma-s-1p2,success
MAT_222,W,0.8,0.1999999999999999,Ru0.80W0.20Ox,data\substituted_slabs\MAT_222_110_slab.cif,-345.0082972175209,uma-s-1p2,success
MAT_223,W,0.6,0.4,Ru0.60W0.40Ox,data\substituted_slabs\MAT_223_110_slab.cif,-345.58727246829784,uma-s-1p2,success
MAT_224,W,0.4,0.6,Ru0.40W0.60Ox,data\substituted_slabs\MAT_224_110_slab.cif,-344.98080737398624,uma-s-1p2,success
MAT_225,W,0.2,0.8,Ru0.20W0.80Ox,data\substituted_slabs\MAT_225_110_slab.cif,-343.2523843970444,uma-s-1p2,success
MAT_227,Re,0.8,0.1999999999999999,Ru0.80Re0.20Ox,data\substituted_slabs\MAT_227_110_slab.cif,-360.642840959,uma-s-1p2,success
MAT_228,Re,0.6,0.4,Ru0.60Re0.40Ox,data\substituted_slabs\MAT_228_110_slab.cif,-369.0532535855649,uma-s-1p2,success
MAT_229,Re,0.4,0.6,Ru0.40Re0.60Ox,data\substituted_slabs\MAT_229_110_slab.cif,-383.3129532247611,uma-s-1p2,success
MAT_230,Re,0.2,0.8,Ru0.20Re0.80Ox,data\substituted_slabs\MAT_230_110_slab.cif,-389.19269665673187,uma-s-1p2,success
MAT_232,Os,0.8,0.1999999999999999,Ru0.80Os0.20Ox,data\substituted_slabs\MAT_232_110_slab.cif,-351.4046204120347,uma-s-1p2,success
MAT_233,Os,0.6,0.4,Ru0.60Os0.40Ox,data\substituted_slabs\MAT_233_110_slab.cif,-354.8574295735968,uma-s-1p2,success
MAT_234,Os,0.4,0.6,Ru0.40Os0.60Ox,data\substituted_slabs\MAT_234_110_slab.cif,-360.2693845531594,uma-s-1p2,success
MAT_235,Os,0.2,0.8,Ru0.20Os0.80Ox,data\substituted_slabs\MAT_235_110_slab.cif,-362.4266990839339,uma-s-1p2,success
MAT_237,Ir,0.8,0.1999999999999999,Ru0.80Ir0.20Ox,data\substituted_slabs\MAT_237_110_slab.cif,-340.47936648042696,uma-s-1p2,success
MAT_238,Ir,0.6,0.4,Ru0.60Ir0.40Ox,data\substituted_slabs\MAT_238_110_slab.cif,-338.0452676143702,uma-s-1p2,success
MAT_239,Ir,0.4,0.6,Ru0.40Ir0.60Ox,data\substituted_slabs\MAT_239_110_slab.cif,-332.8776634125504,uma-s-1p2,success
MAT_240,Ir,0.2,0.8,Ru0.20Ir0.80Ox,data\substituted_slabs\MAT_240_110_slab.cif,-330.20439287503234,uma-s-1p2,success
MAT_242,Pt,0.8,0.1999999999999999,Ru0.80Pt0.20Ox,data\substituted_slabs\MAT_242_110_slab.cif,-325.6189487125518,uma-s-1p2,success
MAT_243,Pt,0.6,0.4,Ru0.60Pt0.40Ox,data\substituted_slabs\MAT_243_110_slab.cif,-315.1990871063081,uma-s-1p2,success
MAT_244,Pt,0.4,0.6,Ru0.40Pt0.60Ox,data\substituted_slabs\MAT_244_110_slab.cif,-295.5065444012599,uma-s-1p2,success
MAT_245,Pt,0.2,0.8,Ru0.20Pt0.80Ox,data\substituted_slabs\MAT_245_110_slab.cif,-285.98817399944477,uma-s-1p2,success
