material_id,nominal_formula,adsorbate,adsorbate_structure_file,predicted_energy_eV,backend,status
MAT_054,Ru0.40Cr0.60Ox,O,data\substituted_adsorbates\MAT_054_O_site2_adsorbed.cif,-693.8740170027727,uma-s-1p2,success
MAT_054,Ru0.40Cr0.60Ox,O2,data\substituted_adsorbates\MAT_054_O2_site0_adsorbed.cif,-697.8894820508567,uma-s-1p2,success
MAT_054,Ru0.40Cr0.60Ox,O2,data\substituted_adsorbates\MAT_054_O2_site1_adsorbed.cif,-697.8758135114114,uma-s-1p2,success
MAT_054,Ru0.40Cr0.60Ox,O2,data\substituted_adsorbates\MAT_054_O2_site2_adsorbed.cif,-698.2709563147638,uma-s-1p2,success
MAT_054,Ru0.40Cr0.60Ox,N2O,data\substituted_adsorbates\MAT_054_N2O_site0_adsorbed.cif,-709.4346332808402,uma-s-1p2,success
MAT_054,Ru0.40Cr0.60Ox,N2O,data\substituted_adsorbates\MAT_054_N2O_site1_adsorbed.cif,-709.4592839595927,uma-s-1p2,success
MAT_054,Ru0.40Cr0.60Ox,N2O,data\substituted_adsorbates\MAT_054_N2O_site2_adsorbed.cif,-709.6040058674573,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,O,data\substituted_adsorbates\MAT_055_O_site0_adsorbed.cif,-692.2733115493068,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,O,data\substituted_adsorbates\MAT_055_O_site1_adsorbed.cif,-692.2871142835255,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,O,data\substituted_adsorbates\MAT_055_O_site2_adsorbed.cif,-693.0234454023838,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,O2,data\substituted_adsorbates\MAT_055_O2_site0_adsorbed.cif,-697.6549716039659,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,O2,data\substituted_adsorbates\MAT_055_O2_site1_adsorbed.cif,-697.6324426999363,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,O2,data\substituted_adsorbates\MAT_055_O2_site2_adsorbed.cif,-697.9800635782285,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,N2O,data\substituted_adsorbates\MAT_055_N2O_site0_adsorbed.cif,-709.1829645954782,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,N2O,data\substituted_adsorbates\MAT_055_N2O_site1_adsorbed.cif,-709.2074630068445,uma-s-1p2,success
MAT_055,Ru0.20Cr0.80Ox,N2O,data\substituted_adsorbates\MAT_055_N2O_site2_adsorbed.cif,-709.1850565216439,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,O,data\substituted_adsorbates\MAT_057_O_site0_adsorbed.cif,-687.7189411701378,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,O,data\substituted_adsorbates\MAT_057_O_site1_adsorbed.cif,-689.3109116977474,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,O,data\substituted_adsorbates\MAT_057_O_site2_adsorbed.cif,-688.910937040162,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,O2,data\substituted_adsorbates\MAT_057_O2_site0_adsorbed.cif,-692.4641984908332,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,O2,data\substituted_adsorbates\MAT_057_O2_site1_adsorbed.cif,-693.4302236206105,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,O2,data\substituted_adsorbates\MAT_057_O2_site2_adsorbed.cif,-693.4578457418482,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,N2O,data\substituted_adsorbates\MAT_057_N2O_site0_adsorbed.cif,-704.2412300454332,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,N2O,data\substituted_adsorbates\MAT_057_N2O_site1_adsorbed.cif,-705.1326293354597,uma-s-1p2,success
MAT_057,Ru0.80Mn0.20Ox,N2O,data\substituted_adsorbates\MAT_057_N2O_site2_adsorbed.cif,-704.9512399062153,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,O,data\substituted_adsorbates\MAT_058_O_site0_adsorbed.cif,-682.2367477866054,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,O,data\substituted_adsorbates\MAT_058_O_site1_adsorbed.cif,-683.8249046579825,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,O,data\substituted_adsorbates\MAT_058_O_site2_adsorbed.cif,-683.4789860523275,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,O2,data\substituted_adsorbates\MAT_058_O2_site0_adsorbed.cif,-686.7850301543364,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,O2,data\substituted_adsorbates\MAT_058_O2_site1_adsorbed.cif,-687.7789572008917,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,O2,data\substituted_adsorbates\MAT_058_O2_site2_adsorbed.cif,-687.8365810840271,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,N2O,data\substituted_adsorbates\MAT_058_N2O_site0_adsorbed.cif,-698.4657946229003,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,N2O,data\substituted_adsorbates\MAT_058_N2O_site1_adsorbed.cif,-699.3852283172038,uma-s-1p2,success
MAT_058,Ru0.60Mn0.40Ox,N2O,data\substituted_adsorbates\MAT_058_N2O_site2_adsorbed.cif,-699.1623641915866,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,O,data\substituted_adsorbates\MAT_059_O_site0_adsorbed.cif,-674.1335798149687,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,O,data\substituted_adsorbates\MAT_059_O_site1_adsorbed.cif,-674.0335563826295,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,O,data\substituted_adsorbates\MAT_059_O_site2_adsorbed.cif,-675.5414672541547,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,O2,data\substituted_adsorbates\MAT_059_O2_site0_adsorbed.cif,-678.8635116700915,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,O2,data\substituted_adsorbates\MAT_059_O2_site1_adsorbed.cif,-678.839722617522,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,O2,data\substituted_adsorbates\MAT_059_O2_site2_adsorbed.cif,-679.7738105585632,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,N2O,data\substituted_adsorbates\MAT_059_N2O_site0_adsorbed.cif,-690.3814599859618,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,N2O,data\substituted_adsorbates\MAT_059_N2O_site1_adsorbed.cif,-690.3584186771186,uma-s-1p2,success
MAT_059,Ru0.40Mn0.60Ox,N2O,data\substituted_adsorbates\MAT_059_N2O_site2_adsorbed.cif,-691.0223888795396,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,O,data\substituted_adsorbates\MAT_060_O_site0_adsorbed.cif,-670.997855968005,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,O,data\substituted_adsorbates\MAT_060_O_site1_adsorbed.cif,-670.8816541877553,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,O,data\substituted_adsorbates\MAT_060_O_site2_adsorbed.cif,-671.0879728289592,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,O2,data\substituted_adsorbates\MAT_060_O2_site0_adsorbed.cif,-675.8756573752024,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,O2,data\substituted_adsorbates\MAT_060_O2_site1_adsorbed.cif,-675.8325835750643,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,O2,data\substituted_adsorbates\MAT_060_O2_site2_adsorbed.cif,-676.3115630839521,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,N2O,data\substituted_adsorbates\MAT_060_N2O_site0_adsorbed.cif,-687.3900697856504,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,N2O,data\substituted_adsorbates\MAT_060_N2O_site1_adsorbed.cif,-687.34795167427,uma-s-1p2,success
MAT_060,Ru0.20Mn0.80Ox,N2O,data\substituted_adsorbates\MAT_060_N2O_site2_adsorbed.cif,-687.6556214874244,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,O,data\substituted_adsorbates\MAT_062_O_site0_adsorbed.cif,-668.8410310039958,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,O,data\substituted_adsorbates\MAT_062_O_site1_adsorbed.cif,-670.4910879236455,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,O,data\substituted_adsorbates\MAT_062_O_site2_adsorbed.cif,-670.1853007917971,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,O2,data\substituted_adsorbates\MAT_062_O2_site0_adsorbed.cif,-674.0179510864158,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,O2,data\substituted_adsorbates\MAT_062_O2_site1_adsorbed.cif,-674.6887744635621,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,O2,data\substituted_adsorbates\MAT_062_O2_site2_adsorbed.cif,-674.7279208999879,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,N2O,data\substituted_adsorbates\MAT_062_N2O_site0_adsorbed.cif,-685.7622357292407,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,N2O,data\substituted_adsorbates\MAT_062_N2O_site1_adsorbed.cif,-686.4258279940856,uma-s-1p2,success
MAT_062,Ru0.80Fe0.20Ox,N2O,data\substituted_adsorbates\MAT_062_N2O_site2_adsorbed.cif,-686.2558339995537,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,O,data\substituted_adsorbates\MAT_063_O_site0_adsorbed.cif,-653.7518408862146,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,O,data\substituted_adsorbates\MAT_063_O_site1_adsorbed.cif,-655.5260963572753,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,O,data\substituted_adsorbates\MAT_063_O_site2_adsorbed.cif,-655.2196024537883,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,O2,data\substituted_adsorbates\MAT_063_O2_site0_adsorbed.cif,-658.9206445982719,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,O2,data\substituted_adsorbates\MAT_063_O2_site1_adsorbed.cif,-659.6371156605572,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,O2,data\substituted_adsorbates\MAT_063_O2_site2_adsorbed.cif,-659.6475077578064,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,N2O,data\substituted_adsorbates\MAT_063_N2O_site0_adsorbed.cif,-670.6492308772824,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,N2O,data\substituted_adsorbates\MAT_063_N2O_site1_adsorbed.cif,-671.3309181768518,uma-s-1p2,success
MAT_063,Ru0.60Fe0.40Ox,N2O,data\substituted_adsorbates\MAT_063_N2O_site2_adsorbed.cif,-671.0564444661366,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,O,data\substituted_adsorbates\MAT_064_O_site0_adsorbed.cif,-623.6978586382186,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,O,data\substituted_adsorbates\MAT_064_O_site1_adsorbed.cif,-623.7662874990633,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,O,data\substituted_adsorbates\MAT_064_O_site2_adsorbed.cif,-625.6612542271913,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,O2,data\substituted_adsorbates\MAT_064_O2_site0_adsorbed.cif,-629.3054488634838,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,O2,data\substituted_adsorbates\MAT_064_O2_site1_adsorbed.cif,-629.3490266770439,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,O2,data\substituted_adsorbates\MAT_064_O2_site2_adsorbed.cif,-630.0305229143518,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,N2O,data\substituted_adsorbates\MAT_064_N2O_site0_adsorbed.cif,-640.9808196820254,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,N2O,data\substituted_adsorbates\MAT_064_N2O_site1_adsorbed.cif,-640.9942451035856,uma-s-1p2,success
MAT_064,Ru0.40Fe0.60Ox,N2O,data\substituted_adsorbates\MAT_064_N2O_site2_adsorbed.cif,-641.3399122174617,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,O,data\substituted_adsorbates\MAT_065_O_site0_adsorbed.cif,-609.3386388170327,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,O,data\substituted_adsorbates\MAT_065_O_site1_adsorbed.cif,-609.3481921700763,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,O,data\substituted_adsorbates\MAT_065_O_site2_adsorbed.cif,-610.1538553254737,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,O2,data\substituted_adsorbates\MAT_065_O2_site0_adsorbed.cif,-615.0371563261988,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,O2,data\substituted_adsorbates\MAT_065_O2_site1_adsorbed.cif,-615.0629542484053,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,O2,data\substituted_adsorbates\MAT_065_O2_site2_adsorbed.cif,-615.484307214509,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,N2O,data\substituted_adsorbates\MAT_065_N2O_site0_adsorbed.cif,-626.6893159608369,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,N2O,data\substituted_adsorbates\MAT_065_N2O_site1_adsorbed.cif,-626.6923370317666,uma-s-1p2,success
MAT_065,Ru0.20Fe0.80Ox,N2O,data\substituted_adsorbates\MAT_065_N2O_site2_adsorbed.cif,-626.9213424861409,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,O,data\substituted_adsorbates\MAT_067_O_site0_adsorbed.cif,-657.0339218524282,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,O,data\substituted_adsorbates\MAT_067_O_site1_adsorbed.cif,-659.0242858389928,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,O,data\substituted_adsorbates\MAT_067_O_site2_adsorbed.cif,-658.5296511830819,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,O2,data\substituted_adsorbates\MAT_067_O2_site0_adsorbed.cif,-662.3550990341121,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,O2,data\substituted_adsorbates\MAT_067_O2_site1_adsorbed.cif,-663.1835184935006,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,O2,data\substituted_adsorbates\MAT_067_O2_site2_adsorbed.cif,-663.1363231353024,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,N2O,data\substituted_adsorbates\MAT_067_N2O_site0_adsorbed.cif,-674.3612207893921,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,N2O,data\substituted_adsorbates\MAT_067_N2O_site1_adsorbed.cif,-675.00696232974,uma-s-1p2,success
MAT_067,Ru0.80Co0.20Ox,N2O,data\substituted_adsorbates\MAT_067_N2O_site2_adsorbed.cif,-674.8116704119539,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,O,data\substituted_adsorbates\MAT_068_O_site0_adsorbed.cif,-636.0890206526955,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,O,data\substituted_adsorbates\MAT_068_O_site1_adsorbed.cif,-638.1998827169875,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,O,data\substituted_adsorbates\MAT_068_O_site2_adsorbed.cif,-637.6119285831743,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,O2,data\substituted_adsorbates\MAT_068_O2_site0_adsorbed.cif,-641.3184875814054,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,O2,data\substituted_adsorbates\MAT_068_O2_site1_adsorbed.cif,-642.1847813277652,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,O2,data\substituted_adsorbates\MAT_068_O2_site2_adsorbed.cif,-642.0648607362543,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,N2O,data\substituted_adsorbates\MAT_068_N2O_site0_adsorbed.cif,-653.3490845561151,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,N2O,data\substituted_adsorbates\MAT_068_N2O_site1_adsorbed.cif,-654.0112620628435,uma-s-1p2,success
MAT_068,Ru0.60Co0.40Ox,N2O,data\substituted_adsorbates\MAT_068_N2O_site2_adsorbed.cif,-653.7101236269225,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,O,data\substituted_adsorbates\MAT_069_O_site0_adsorbed.cif,-593.9093123985342,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,O,data\substituted_adsorbates\MAT_069_O_site1_adsorbed.cif,-593.7630849195489,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,O,data\substituted_adsorbates\MAT_069_O_site2_adsorbed.cif,-595.2506903333367,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,O2,data\substituted_adsorbates\MAT_069_O2_site0_adsorbed.cif,-599.1218648665708,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,O2,data\substituted_adsorbates\MAT_069_O2_site1_adsorbed.cif,-599.0795258243744,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,O2,data\substituted_adsorbates\MAT_069_O2_site2_adsorbed.cif,-599.6563736852781,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,N2O,data\substituted_adsorbates\MAT_069_N2O_site0_adsorbed.cif,-611.082579062492,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,N2O,data\substituted_adsorbates\MAT_069_N2O_site1_adsorbed.cif,-611.0550124989153,uma-s-1p2,success
MAT_069,Ru0.40Co0.60Ox,N2O,data\substituted_adsorbates\MAT_069_N2O_site2_adsorbed.cif,-611.3514764323177,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,O,data\substituted_adsorbates\MAT_070_O_site0_adsorbed.cif,-572.5981830659468,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,O,data\substituted_adsorbates\MAT_070_O_site1_adsorbed.cif,-572.3745097472204,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,O,data\substituted_adsorbates\MAT_070_O_site2_adsorbed.cif,-572.7616713448555,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,O2,data\substituted_adsorbates\MAT_070_O2_site0_adsorbed.cif,-578.1514641702109,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,O2,data\substituted_adsorbates\MAT_070_O2_site1_adsorbed.cif,-578.097077134502,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,O2,data\substituted_adsorbates\MAT_070_O2_site2_adsorbed.cif,-578.3028296254919,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,N2O,data\substituted_adsorbates\MAT_070_N2O_site0_adsorbed.cif,-590.1071323976826,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,N2O,data\substituted_adsorbates\MAT_070_N2O_site1_adsorbed.cif,-590.0720372036052,uma-s-1p2,success
MAT_070,Ru0.20Co0.80Ox,N2O,data\substituted_adsorbates\MAT_070_N2O_site2_adsorbed.cif,-590.2254172427685,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,O,data\substituted_adsorbates\MAT_072_O_site0_adsorbed.cif,-631.3209217330583,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,O,data\substituted_adsorbates\MAT_072_O_site1_adsorbed.cif,-633.7918738860141,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,O,data\substituted_adsorbates\MAT_072_O_site2_adsorbed.cif,-633.295257546875,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,O2,data\substituted_adsorbates\MAT_072_O2_site0_adsorbed.cif,-637.1254465791156,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,O2,data\substituted_adsorbates\MAT_072_O2_site1_adsorbed.cif,-637.9884306876643,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,O2,data\substituted_adsorbates\MAT_072_O2_site2_adsorbed.cif,-637.910024999715,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,N2O,data\substituted_adsorbates\MAT_072_N2O_site0_adsorbed.cif,-649.113190209566,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,N2O,data\substituted_adsorbates\MAT_072_N2O_site1_adsorbed.cif,-649.7722778269552,uma-s-1p2,success
MAT_072,Ru0.80Ni0.20Ox,N2O,data\substituted_adsorbates\MAT_072_N2O_site2_adsorbed.cif,-649.5659219706673,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,O,data\substituted_adsorbates\MAT_073_O_site0_adsorbed.cif,-597.2480644443028,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,O,data\substituted_adsorbates\MAT_073_O_site1_adsorbed.cif,-599.8279507625286,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,O,data\substituted_adsorbates\MAT_073_O_site2_adsorbed.cif,-599.2596782788548,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,O2,data\substituted_adsorbates\MAT_073_O2_site0_adsorbed.cif,-602.9861774830714,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,O2,data\substituted_adsorbates\MAT_073_O2_site1_adsorbed.cif,-603.9048054663059,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,O2,data\substituted_adsorbates\MAT_073_O2_site2_adsorbed.cif,-603.7373656143828,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,N2O,data\substituted_adsorbates\MAT_073_N2O_site0_adsorbed.cif,-614.9789019805709,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,N2O,data\substituted_adsorbates\MAT_073_N2O_site1_adsorbed.cif,-615.6590077115586,uma-s-1p2,success
MAT_073,Ru0.60Ni0.40Ox,N2O,data\substituted_adsorbates\MAT_073_N2O_site2_adsorbed.cif,-615.2816394402678,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,O,data\substituted_adsorbates\MAT_074_O_site0_adsorbed.cif,-526.3058378138844,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,O,data\substituted_adsorbates\MAT_074_O_site1_adsorbed.cif,-526.3332278357816,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,O,data\substituted_adsorbates\MAT_074_O_site2_adsorbed.cif,-528.2213747997707,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,O2,data\substituted_adsorbates\MAT_074_O2_site0_adsorbed.cif,-532.1480857818813,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,O2,data\substituted_adsorbates\MAT_074_O2_site1_adsorbed.cif,-532.1305948023637,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,O2,data\substituted_adsorbates\MAT_074_O2_site2_adsorbed.cif,-532.6517640081759,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,N2O,data\substituted_adsorbates\MAT_074_N2O_site0_adsorbed.cif,-544.0268237915006,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,N2O,data\substituted_adsorbates\MAT_074_N2O_site1_adsorbed.cif,-544.0155218444387,uma-s-1p2,success
MAT_074,Ru0.40Ni0.60Ox,N2O,data\substituted_adsorbates\MAT_074_N2O_site2_adsorbed.cif,-544.212448811242,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,O,data\substituted_adsorbates\MAT_075_O_site0_adsorbed.cif,-489.83861737509875,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,O,data\substituted_adsorbates\MAT_075_O_site1_adsorbed.cif,-489.80391877363326,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,O,data\substituted_adsorbates\MAT_075_O_site2_adsorbed.cif,-489.95848061168596,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,O2,data\substituted_adsorbates\MAT_075_O2_site0_adsorbed.cif,-495.85964748175184,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,O2,data\substituted_adsorbates\MAT_075_O2_site1_adsorbed.cif,-495.84290234371184,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,O2,data\substituted_adsorbates\MAT_075_O2_site2_adsorbed.cif,-495.9417002079432,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,N2O,data\substituted_adsorbates\MAT_075_N2O_site0_adsorbed.cif,-507.65983521752094,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,N2O,data\substituted_adsorbates\MAT_075_N2O_site1_adsorbed.cif,-507.65191093428433,uma-s-1p2,success
MAT_075,Ru0.20Ni0.80Ox,N2O,data\substituted_adsorbates\MAT_075_N2O_site2_adsorbed.cif,-507.733370973767,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,O,data\substituted_adsorbates\MAT_077_O_site0_adsorbed.cif,-636.3830308724016,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,O,data\substituted_adsorbates\MAT_077_O_site1_adsorbed.cif,-638.6338223951202,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,O,data\substituted_adsorbates\MAT_077_O_site2_adsorbed.cif,-637.9434906699419,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,O2,data\substituted_adsorbates\MAT_077_O2_site0_adsorbed.cif,-641.5022237353365,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,O2,data\substituted_adsorbates\MAT_077_O2_site1_adsorbed.cif,-642.5883380243577,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,O2,data\substituted_adsorbates\MAT_077_O2_site2_adsorbed.cif,-642.496236960508,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,N2O,data\substituted_adsorbates\MAT_077_N2O_site0_adsorbed.cif,-653.4357860828989,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,N2O,data\substituted_adsorbates\MAT_077_N2O_site1_adsorbed.cif,-654.2878414150913,uma-s-1p2,success
MAT_077,Ru0.80Cu0.20Ox,N2O,data\substituted_adsorbates\MAT_077_N2O_site2_adsorbed.cif,-654.0496856794293,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,O,data\substituted_adsorbates\MAT_078_O_site0_adsorbed.cif,-604.6775483609572,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,O,data\substituted_adsorbates\MAT_078_O_site1_adsorbed.cif,-606.9987595490439,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,O,data\substituted_adsorbates\MAT_078_O_site2_adsorbed.cif,-606.3604645100455,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,O2,data\substituted_adsorbates\MAT_078_O2_site0_adsorbed.cif,-609.4491181708871,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,O2,data\substituted_adsorbates\MAT_078_O2_site1_adsorbed.cif,-610.7782935575933,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,O2,data\substituted_adsorbates\MAT_078_O2_site2_adsorbed.cif,-610.5673233233447,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,N2O,data\substituted_adsorbates\MAT_078_N2O_site0_adsorbed.cif,-621.3481064855291,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,N2O,data\substituted_adsorbates\MAT_078_N2O_site1_adsorbed.cif,-622.2148333546753,uma-s-1p2,success
MAT_078,Ru0.60Cu0.40Ox,N2O,data\substituted_adsorbates\MAT_078_N2O_site2_adsorbed.cif,-621.8317960472394,uma-s-1p2,success
MAT_079,Ru0.40Cu0.60Ox,O,data\substituted_adsorbates\MAT_079_O_site0_adsorbed.cif,-540.1974259741113,uma-s-1p2,success
