material_id,M_element,Ru_fraction,M_fraction,nominal_formula,miller_index,slab_file,parent_structure_file,notes
MAT_177,Sm,0.8,0.1999999999999999,Ru0.80Sm0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_177_110_slab.cif,data\substituted_structures\MAT_177_Ru0.80Sm0.20Ox.cif,generated substituted slab
MAT_178,Sm,0.6,0.4,Ru0.60Sm0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_178_110_slab.cif,data\substituted_structures\MAT_178_Ru0.60Sm0.40Ox.cif,generated substituted slab
MAT_179,Sm,0.4,0.6,Ru0.40Sm0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_179_110_slab.cif,data\substituted_structures\MAT_179_Ru0.40Sm0.60Ox.cif,generated substituted slab
MAT_180,Sm,0.2,0.8,Ru0.20Sm0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_180_110_slab.cif,data\substituted_structures\MAT_180_Ru0.20Sm0.80Ox.cif,generated substituted slab
MAT_182,Gd,0.8,0.1999999999999999,Ru0.80Gd0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_182_110_slab.cif,data\substituted_structures\MAT_182_Ru0.80Gd0.20Ox.cif,generated substituted slab
MAT_183,Gd,0.6,0.4,Ru0.60Gd0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_183_110_slab.cif,data\substituted_structures\MAT_183_Ru0.60Gd0.40Ox.cif,generated substituted slab
MAT_184,Gd,0.4,0.6,Ru0.40Gd0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_184_110_slab.cif,data\substituted_structures\MAT_184_Ru0.40Gd0.60Ox.cif,generated substituted slab
MAT_185,Gd,0.2,0.8,Ru0.20Gd0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_185_110_slab.cif,data\substituted_structures\MAT_185_Ru0.20Gd0.80Ox.cif,generated substituted slab
MAT_187,Tb,0.8,0.1999999999999999,Ru0.80Tb0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_187_110_slab.cif,data\substituted_structures\MAT_187_Ru0.80Tb0.20Ox.cif,generated substituted slab
MAT_188,Tb,0.6,0.4,Ru0.60Tb0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_188_110_slab.cif,data\substituted_structures\MAT_188_Ru0.60Tb0.40Ox.cif,generated substituted slab
MAT_189,Tb,0.4,0.6,Ru0.40Tb0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_189_110_slab.cif,data\substituted_structures\MAT_189_Ru0.40Tb0.60Ox.cif,generated substituted slab
MAT_190,Tb,0.2,0.8,Ru0.20Tb0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_190_110_slab.cif,data\substituted_structures\MAT_190_Ru0.20Tb0.80Ox.cif,generated substituted slab
MAT_192,Dy,0.8,0.1999999999999999,Ru0.80Dy0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_192_110_slab.cif,data\substituted_structures\MAT_192_Ru0.80Dy0.20Ox.cif,generated substituted slab
MAT_193,Dy,0.6,0.4,Ru0.60Dy0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_193_110_slab.cif,data\substituted_structures\MAT_193_Ru0.60Dy0.40Ox.cif,generated substituted slab
MAT_194,Dy,0.4,0.6,Ru0.40Dy0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_194_110_slab.cif,data\substituted_structures\MAT_194_Ru0.40Dy0.60Ox.cif,generated substituted slab
MAT_195,Dy,0.2,0.8,Ru0.20Dy0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_195_110_slab.cif,data\substituted_structures\MAT_195_Ru0.20Dy0.80Ox.cif,generated substituted slab
MAT_197,Ho,0.8,0.1999999999999999,Ru0.80Ho0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_197_110_slab.cif,data\substituted_structures\MAT_197_Ru0.80Ho0.20Ox.cif,generated substituted slab
MAT_198,Ho,0.6,0.4,Ru0.60Ho0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_198_110_slab.cif,data\substituted_structures\MAT_198_Ru0.60Ho0.40Ox.cif,generated substituted slab
MAT_199,Ho,0.4,0.6,Ru0.40Ho0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_199_110_slab.cif,data\substituted_structures\MAT_199_Ru0.40Ho0.60Ox.cif,generated substituted slab
MAT_200,Ho,0.2,0.8,Ru0.20Ho0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_200_110_slab.cif,data\substituted_structures\MAT_200_Ru0.20Ho0.80Ox.cif,generated substituted slab
MAT_202,Er,0.8,0.1999999999999999,Ru0.80Er0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_202_110_slab.cif,data\substituted_structures\MAT_202_Ru0.80Er0.20Ox.cif,generated substituted slab
MAT_203,Er,0.6,0.4,Ru0.60Er0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_203_110_slab.cif,data\substituted_structures\MAT_203_Ru0.60Er0.40Ox.cif,generated substituted slab
MAT_204,Er,0.4,0.6,Ru0.40Er0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_204_110_slab.cif,data\substituted_structures\MAT_204_Ru0.40Er0.60Ox.cif,generated substituted slab
MAT_205,Er,0.2,0.8,Ru0.20Er0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_205_110_slab.cif,data\substituted_structures\MAT_205_Ru0.20Er0.80Ox.cif,generated substituted slab
MAT_207,Yb,0.8,0.1999999999999999,Ru0.80Yb0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_207_110_slab.cif,data\substituted_structures\MAT_207_Ru0.80Yb0.20Ox.cif,generated substituted slab
MAT_208,Yb,0.6,0.4,Ru0.60Yb0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_208_110_slab.cif,data\substituted_structures\MAT_208_Ru0.60Yb0.40Ox.cif,generated substituted slab
MAT_209,Yb,0.4,0.6,Ru0.40Yb0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_209_110_slab.cif,data\substituted_structures\MAT_209_Ru0.40Yb0.60Ox.cif,generated substituted slab
MAT_210,Yb,0.2,0.8,Ru0.20Yb0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_210_110_slab.cif,data\substituted_structures\MAT_210_Ru0.20Yb0.80Ox.cif,generated substituted slab
MAT_212,Hf,0.8,0.1999999999999999,Ru0.80Hf0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_212_110_slab.cif,data\substituted_structures\MAT_212_Ru0.80Hf0.20Ox.cif,generated substituted slab
MAT_213,Hf,0.6,0.4,Ru0.60Hf0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_213_110_slab.cif,data\substituted_structures\MAT_213_Ru0.60Hf0.40Ox.cif,generated substituted slab
MAT_214,Hf,0.4,0.6,Ru0.40Hf0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_214_110_slab.cif,data\substituted_structures\MAT_214_Ru0.40Hf0.60Ox.cif,generated substituted slab
MAT_215,Hf,0.2,0.8,Ru0.20Hf0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_215_110_slab.cif,data\substituted_structures\MAT_215_Ru0.20Hf0.80Ox.cif,generated substituted slab
MAT_217,Ta,0.8,0.1999999999999999,Ru0.80Ta0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_217_110_slab.cif,data\substituted_structures\MAT_217_Ru0.80Ta0.20Ox.cif,generated substituted slab
MAT_218,Ta,0.6,0.4,Ru0.60Ta0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_218_110_slab.cif,data\substituted_structures\MAT_218_Ru0.60Ta0.40Ox.cif,generated substituted slab
MAT_219,Ta,0.4,0.6,Ru0.40Ta0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_219_110_slab.cif,data\substituted_structures\MAT_219_Ru0.40Ta0.60Ox.cif,generated substituted slab
MAT_220,Ta,0.2,0.8,Ru0.20Ta0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_220_110_slab.cif,data\substituted_structures\MAT_220_Ru0.20Ta0.80Ox.cif,generated substituted slab
MAT_222,W,0.8,0.1999999999999999,Ru0.80W0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_222_110_slab.cif,data\substituted_structures\MAT_222_Ru0.80W0.20Ox.cif,generated substituted slab
MAT_223,W,0.6,0.4,Ru0.60W0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_223_110_slab.cif,data\substituted_structures\MAT_223_Ru0.60W0.40Ox.cif,generated substituted slab
MAT_224,W,0.4,0.6,Ru0.40W0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_224_110_slab.cif,data\substituted_structures\MAT_224_Ru0.40W0.60Ox.cif,generated substituted slab
MAT_225,W,0.2,0.8,Ru0.20W0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_225_110_slab.cif,data\substituted_structures\MAT_225_Ru0.20W0.80Ox.cif,generated substituted slab
MAT_227,Re,0.8,0.1999999999999999,Ru0.80Re0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_227_110_slab.cif,data\substituted_structures\MAT_227_Ru0.80Re0.20Ox.cif,generated substituted slab
MAT_228,Re,0.6,0.4,Ru0.60Re0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_228_110_slab.cif,data\substituted_structures\MAT_228_Ru0.60Re0.40Ox.cif,generated substituted slab
MAT_229,Re,0.4,0.6,Ru0.40Re0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_229_110_slab.cif,data\substituted_structures\MAT_229_Ru0.40Re0.60Ox.cif,generated substituted slab
MAT_230,Re,0.2,0.8,Ru0.20Re0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_230_110_slab.cif,data\substituted_structures\MAT_230_Ru0.20Re0.80Ox.cif,generated substituted slab
MAT_232,Os,0.8,0.1999999999999999,Ru0.80Os0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_232_110_slab.cif,data\substituted_structures\MAT_232_Ru0.80Os0.20Ox.cif,generated substituted slab
MAT_233,Os,0.6,0.4,Ru0.60Os0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_233_110_slab.cif,data\substituted_structures\MAT_233_Ru0.60Os0.40Ox.cif,generated substituted slab
MAT_234,Os,0.4,0.6,Ru0.40Os0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_234_110_slab.cif,data\substituted_structures\MAT_234_Ru0.40Os0.60Ox.cif,generated substituted slab
MAT_235,Os,0.2,0.8,Ru0.20Os0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_235_110_slab.cif,data\substituted_structures\MAT_235_Ru0.20Os0.80Ox.cif,generated substituted slab
MAT_237,Ir,0.8,0.1999999999999999,Ru0.80Ir0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_237_110_slab.cif,data\substituted_structures\MAT_237_Ru0.80Ir0.20Ox.cif,generated substituted slab
MAT_238,Ir,0.6,0.4,Ru0.60Ir0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_238_110_slab.cif,data\substituted_structures\MAT_238_Ru0.60Ir0.40Ox.cif,generated substituted slab
MAT_239,Ir,0.4,0.6,Ru0.40Ir0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_239_110_slab.cif,data\substituted_structures\MAT_239_Ru0.40Ir0.60Ox.cif,generated substituted slab
MAT_240,Ir,0.2,0.8,Ru0.20Ir0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_240_110_slab.cif,data\substituted_structures\MAT_240_Ru0.20Ir0.80Ox.cif,generated substituted slab
MAT_242,Pt,0.8,0.1999999999999999,Ru0.80Pt0.20Ox,"(1,1,0)",data\substituted_slabs\MAT_242_110_slab.cif,data\substituted_structures\MAT_242_Ru0.80Pt0.20Ox.cif,generated substituted slab
MAT_243,Pt,0.6,0.4,Ru0.60Pt0.40Ox,"(1,1,0)",data\substituted_slabs\MAT_243_110_slab.cif,data\substituted_structures\MAT_243_Ru0.60Pt0.40Ox.cif,generated substituted slab
MAT_244,Pt,0.4,0.6,Ru0.40Pt0.60Ox,"(1,1,0)",data\substituted_slabs\MAT_244_110_slab.cif,data\substituted_structures\MAT_244_Ru0.40Pt0.60Ox.cif,generated substituted slab
MAT_245,Pt,0.2,0.8,Ru0.20Pt0.80Ox,"(1,1,0)",data\substituted_slabs\MAT_245_110_slab.cif,data\substituted_structures\MAT_245_Ru0.20Pt0.80Ox.cif,generated substituted slab
